,drugid,omimid
548,DB00773,182280
549,DB00773,182280
550,DB00773,182280
551,DB00773,182280
552,DB00773,182280
553,DB00773,182280
554,DB00773,182280
555,DB00773,182280
556,DB00773,182280
557,DB00773,182280
558,DB00773,182280
559,DB00773,182280
560,DB00773,182280
561,DB00773,182280
562,DB00773,182280
563,DB01128,176807
564,DB00307,276300
565,DB00307,276300
566,DB00307,276300
567,DB00307,276300
568,DB00307,254400
569,DB00307,254400
570,DB00307,254400
571,DB00307,254400
572,DB00945,607459
573,DB00945,607459
574,DB00945,607459
575,DB00945,607459
576,DB00945,607459
577,DB00945,607459
578,DB00945,607459
579,DB00945,107320
580,DB00945,107320
581,DB00945,107320
582,DB00945,107320
583,DB00945,107320
584,DB00945,107320
585,DB00945,107320
586,DB00945,150600
587,DB00945,150600
588,DB00945,150600
589,DB00945,150600
590,DB00945,150600
591,DB00945,150600
592,DB00945,150600
593,DB00945,145590
594,DB00945,145590
595,DB00945,145590
596,DB00945,145590
597,DB00945,145590
598,DB00945,145590
599,DB00945,145590
600,DB00945,157300
601,DB00945,157300
602,DB00945,157300
603,DB00945,157300
604,DB00945,157300
605,DB00945,157300
606,DB00945,157300
607,DB00945,208230
608,DB00945,208230
609,DB00945,208230
610,DB00945,208230
611,DB00945,208230
612,DB00945,208230
613,DB00945,208230
614,DB00945,152700
615,DB00945,152700
616,DB00945,152700
617,DB00945,152700
618,DB00945,152700
619,DB00945,152700
620,DB00945,152700
621,DB00945,125310
622,DB00945,125310
623,DB00945,125310
624,DB00945,125310
625,DB00945,125310
626,DB00945,125310
627,DB00945,125310
628,DB00945,147530
629,DB00945,147530
630,DB00945,147530
631,DB00945,147530
632,DB00945,147530
633,DB00945,147530
634,DB00945,147530
635,DB00945,140600
636,DB00945,140600
637,DB00945,140600
638,DB00945,140600
639,DB00945,140600
640,DB00945,140600
641,DB00945,140600
642,DB00945,607850
643,DB00945,607850
644,DB00945,607850
645,DB00945,607850
646,DB00945,607850
647,DB00945,607850
648,DB00945,607850
649,DB00945,165720
650,DB00945,165720
651,DB00945,165720
652,DB00945,165720
653,DB00945,165720
654,DB00945,165720
655,DB00945,165720
656,DB00945,601367
657,DB00945,601367
658,DB00945,601367
659,DB00945,601367
660,DB00945,601367
661,DB00945,601367
662,DB00945,601367
663,DB01234,181000
664,DB01234,181000
665,DB01234,181000
666,DB01234,181000
667,DB01234,181000
668,DB01234,181000
669,DB01234,181000
670,DB01234,181000
671,DB01234,181000
672,DB01234,181000
673,DB01234,181000
674,DB01234,181000
675,DB01234,181000
676,DB01234,181000
677,DB01234,181000
678,DB01234,181000
679,DB01234,181000
680,DB01234,181000
681,DB01234,181000
682,DB01234,215140
683,DB01234,215140
684,DB01234,215140
685,DB01234,215140
686,DB01234,215140
687,DB01234,215140
688,DB01234,215140
689,DB01234,215140
690,DB01234,215140
691,DB01234,215140
692,DB01234,215140
693,DB01234,215140
694,DB01234,215140
695,DB01234,215140
696,DB01234,215140
697,DB01234,215140
698,DB01234,215140
699,DB01234,215140
700,DB01234,215140
701,DB01234,276300
702,DB01234,276300
703,DB01234,276300
704,DB01234,276300
705,DB01234,276300
706,DB01234,276300
707,DB01234,276300
708,DB01234,276300
709,DB01234,276300
710,DB01234,276300
711,DB01234,276300
712,DB01234,276300
713,DB01234,276300
714,DB01234,276300
715,DB01234,276300
716,DB01234,276300
717,DB01234,276300
718,DB01234,276300
719,DB01234,276300
720,DB01234,601608
721,DB01234,601608
722,DB01234,601608
723,DB01234,601608
724,DB01234,601608
725,DB01234,601608
726,DB01234,601608
727,DB01234,601608
728,DB01234,601608
729,DB01234,601608
730,DB01234,601608
731,DB01234,601608
732,DB01234,601608
733,DB01234,601608
734,DB01234,601608
735,DB01234,601608
736,DB01234,601608
737,DB01234,601608
738,DB01234,601608
739,DB01234,188030
740,DB01234,188030
741,DB01234,188030
742,DB01234,188030
743,DB01234,188030
744,DB01234,188030
745,DB01234,188030
746,DB01234,188030
747,DB01234,188030
748,DB01234,188030
749,DB01234,188030
750,DB01234,188030
751,DB01234,188030
752,DB01234,188030
753,DB01234,188030
754,DB01234,188030
755,DB01234,188030
756,DB01234,188030
757,DB01234,188030
758,DB01234,153880
759,DB01234,153880
760,DB01234,153880
761,DB01234,153880
762,DB01234,153880
763,DB01234,153880
764,DB01234,153880
765,DB01234,153880
766,DB01234,153880
767,DB01234,153880
768,DB01234,153880
769,DB01234,153880
770,DB01234,153880
771,DB01234,153880
772,DB01234,153880
773,DB01234,153880
774,DB01234,153880
775,DB01234,153880
776,DB01234,153880
777,DB01234,233810
778,DB01234,233810
779,DB01234,233810
780,DB01234,233810
781,DB01234,233810
782,DB01234,233810
783,DB01234,233810
784,DB01234,233810
785,DB01234,233810
786,DB01234,233810
787,DB01234,233810
788,DB01234,233810
789,DB01234,233810
790,DB01234,233810
791,DB01234,233810
792,DB01234,233810
793,DB01234,233810
794,DB01234,233810
795,DB01234,233810
796,DB01234,145590
797,DB01234,145590
798,DB01234,145590
799,DB01234,145590
800,DB01234,145590
801,DB01234,145590
802,DB01234,145590
803,DB01234,145590
804,DB01234,145590
805,DB01234,145590
806,DB01234,145590
807,DB01234,145590
808,DB01234,145590
809,DB01234,145590
810,DB01234,145590
811,DB01234,145590
812,DB01234,145590
813,DB01234,145590
814,DB01234,145590
815,DB01234,208550
816,DB01234,208550
817,DB01234,208550
818,DB01234,208550
819,DB01234,208550
820,DB01234,208550
821,DB01234,208550
822,DB01234,208550
823,DB01234,208550
824,DB01234,208550
825,DB01234,208550
826,DB01234,208550
827,DB01234,208550
828,DB01234,208550
829,DB01234,208550
830,DB01234,208550
831,DB01234,208550
832,DB01234,208550
833,DB01234,208550
834,DB01234,152700
835,DB01234,152700
836,DB01234,152700
837,DB01234,152700
838,DB01234,152700
839,DB01234,152700
840,DB01234,152700
841,DB01234,152700
842,DB01234,152700
843,DB01234,152700
844,DB01234,152700
845,DB01234,152700
846,DB01234,152700
847,DB01234,152700
848,DB01234,152700
849,DB01234,152700
850,DB01234,152700
851,DB01234,152700
852,DB01234,152700
853,DB01234,600351
854,DB01234,600351
855,DB01234,600351
856,DB01234,600351
857,DB01234,600351
858,DB01234,600351
859,DB01234,600351
860,DB01234,600351
861,DB01234,600351
862,DB01234,600351
863,DB01234,600351
864,DB01234,600351
865,DB01234,600351
866,DB01234,600351
867,DB01234,600351
868,DB01234,600351
869,DB01234,600351
870,DB01234,600351
871,DB01234,600351
872,DB01234,254400
873,DB01234,254400
874,DB01234,254400
875,DB01234,254400
876,DB01234,254400
877,DB01234,254400
878,DB01234,254400
879,DB01234,254400
880,DB01234,254400
881,DB01234,254400
882,DB01234,254400
883,DB01234,254400
884,DB01234,254400
885,DB01234,254400
886,DB01234,254400
887,DB01234,254400
888,DB01234,254400
889,DB01234,254400
890,DB01234,254400
891,DB01234,133600
892,DB01234,133600
893,DB01234,133600
894,DB01234,133600
895,DB01234,133600
896,DB01234,133600
897,DB01234,133600
898,DB01234,133600
899,DB01234,133600
900,DB01234,133600
901,DB01234,133600
902,DB01234,133600
903,DB01234,133600
904,DB01234,133600
905,DB01234,133600
906,DB01234,133600
907,DB01234,133600
908,DB01234,133600
909,DB01234,133600
910,DB01234,223350
911,DB01234,223350
912,DB01234,223350
913,DB01234,223350
914,DB01234,223350
915,DB01234,223350
916,DB01234,223350
917,DB01234,223350
918,DB01234,223350
919,DB01234,223350
920,DB01234,223350
921,DB01234,223350
922,DB01234,223350
923,DB01234,223350
924,DB01234,223350
925,DB01234,223350
926,DB01234,223350
927,DB01234,223350
928,DB01234,223350
929,DB01234,125600
930,DB01234,125600
931,DB01234,125600
932,DB01234,125600
933,DB01234,125600
934,DB01234,125600
935,DB01234,125600
936,DB01234,125600
937,DB01234,125600
938,DB01234,125600
939,DB01234,125600
940,DB01234,125600
941,DB01234,125600
942,DB01234,125600
943,DB01234,125600
944,DB01234,125600
945,DB01234,125600
946,DB01234,125600
947,DB01234,125600
948,DB01234,166760
949,DB01234,166760
950,DB01234,166760
951,DB01234,166760
952,DB01234,166760
953,DB01234,166760
954,DB01234,166760
955,DB01234,166760
956,DB01234,166760
957,DB01234,166760
958,DB01234,166760
959,DB01234,166760
960,DB01234,166760
961,DB01234,166760
962,DB01234,166760
963,DB01234,166760
964,DB01234,166760
965,DB01234,166760
966,DB01234,166760
967,DB01181,151400
968,DB01181,151400
969,DB01181,151400
970,DB01181,151400
971,DB01181,151400
972,DB01181,151400
973,DB01181,151400
974,DB01181,151400
975,DB01181,151400
976,DB01181,151400
977,DB01181,151400
978,DB01181,151400
979,DB01181,151400
980,DB01181,151400
981,DB01181,151400
982,DB01181,151400
983,DB01181,151400
984,DB01181,151400
985,DB01181,151400
986,DB01181,151400
987,DB01181,151400
988,DB01181,151400
989,DB01181,151400
990,DB01181,151400
991,DB01181,151400
992,DB01181,151400
993,DB01181,151400
994,DB01181,151400
995,DB01181,151400
996,DB01181,276300
997,DB01181,276300
998,DB01181,276300
999,DB01181,276300
1000,DB01181,276300
1001,DB01181,276300
1002,DB01181,276300
1003,DB01181,276300
1004,DB01181,276300
1005,DB01181,276300
1006,DB01181,276300
1007,DB01181,276300
1008,DB01181,276300
1009,DB01181,276300
1010,DB01181,276300
1011,DB01181,276300
1012,DB01181,276300
1013,DB01181,276300
1014,DB01181,276300
1015,DB01181,276300
1016,DB01181,276300
1017,DB01181,276300
1018,DB01181,276300
1019,DB01181,276300
1020,DB01181,276300
1021,DB01181,276300
1022,DB01181,276300
1023,DB01181,276300
1024,DB01181,276300
1025,DB01181,109543
1026,DB01181,109543
1027,DB01181,109543
1028,DB01181,109543
1029,DB01181,109543
1030,DB01181,109543
1031,DB01181,109543
1032,DB01181,109543
1033,DB01181,109543
1034,DB01181,109543
1035,DB01181,109543
1036,DB01181,109543
1037,DB01181,109543
1038,DB01181,109543
1039,DB01181,109543
1040,DB01181,109543
1041,DB01181,109543
1042,DB01181,109543
1043,DB01181,109543
1044,DB01181,109543
1045,DB01181,109543
1046,DB01181,109543
1047,DB01181,109543
1048,DB01181,109543
1049,DB01181,109543
1050,DB01181,109543
1051,DB01181,109543
1052,DB01181,109543
1053,DB01181,109543
1054,DB01181,273300
1055,DB01181,273300
1056,DB01181,273300
1057,DB01181,273300
1058,DB01181,273300
1059,DB01181,273300
1060,DB01181,273300
1061,DB01181,273300
1062,DB01181,273300
1063,DB01181,273300
1064,DB01181,273300
1065,DB01181,273300
1066,DB01181,273300
1067,DB01181,273300
1068,DB01181,273300
1069,DB01181,273300
1070,DB01181,273300
1071,DB01181,273300
1072,DB01181,273300
1073,DB01181,273300
1074,DB01181,273300
1075,DB01181,273300
1076,DB01181,273300
1077,DB01181,273300
1078,DB01181,273300
1079,DB01181,273300
1080,DB01181,273300
1081,DB01181,273300
1082,DB01181,273300
1083,DB01181,247640
1084,DB01181,247640
1085,DB01181,247640
1086,DB01181,247640
1087,DB01181,247640
1088,DB01181,247640
1089,DB01181,247640
1090,DB01181,247640
1091,DB01181,247640
1092,DB01181,247640
1093,DB01181,247640
1094,DB01181,247640
1095,DB01181,247640
1096,DB01181,247640
1097,DB01181,247640
1098,DB01181,247640
1099,DB01181,247640
1100,DB01181,247640
1101,DB01181,247640
1102,DB01181,247640
1103,DB01181,247640
1104,DB01181,247640
1105,DB01181,247640
1106,DB01181,247640
1107,DB01181,247640
1108,DB01181,247640
1109,DB01181,247640
1110,DB01181,247640
1111,DB01181,247640
1112,DB01181,236000
1113,DB01181,236000
1114,DB01181,236000
1115,DB01181,236000
1116,DB01181,236000
1117,DB01181,236000
1118,DB01181,236000
1119,DB01181,236000
1120,DB01181,236000
1121,DB01181,236000
1122,DB01181,236000
1123,DB01181,236000
1124,DB01181,236000
1125,DB01181,236000
1126,DB01181,236000
1127,DB01181,236000
1128,DB01181,236000
1129,DB01181,236000
1130,DB01181,236000
1131,DB01181,236000
1132,DB01181,236000
1133,DB01181,236000
1134,DB01181,236000
1135,DB01181,236000
1136,DB01181,236000
1137,DB01181,236000
1138,DB01181,236000
1139,DB01181,236000
1140,DB01181,236000
1141,DB00380,212350
1142,DB00380,212350
1143,DB00380,212350
1144,DB00380,212350
1145,DB00380,212112
1146,DB00380,212112
1147,DB00380,212112
1148,DB00380,212112
1149,DB00380,212130
1150,DB00380,212130
1151,DB00380,212130
1152,DB00380,212130
1153,DB00380,208750
1154,DB00380,208750
1155,DB00380,208750
1156,DB00380,208750
1157,DB00380,226000
1158,DB00380,226000
1159,DB00380,226000
1160,DB00380,226000
1161,DB00380,225740
1162,DB00380,225740
1163,DB00380,225740
1164,DB00380,225740
1165,DB00380,305300
1166,DB00380,305300
1167,DB00380,305300
1168,DB00380,305300
1169,DB01045,246300
1170,DB01136,607554
1171,DB01136,608622
1172,DB01136,161900
1173,DB00806,540000
1174,DB00806,540000
1175,DB00806,540000
1176,DB00806,540000
1177,DB00806,125310
1178,DB00806,125310
1179,DB00806,125310
1180,DB00806,125310
1181,DB00806,188050
1182,DB00806,188050
1183,DB00806,188050
1184,DB00806,188050
1185,DB00806,601367
1186,DB00806,601367
1187,DB00806,601367
1188,DB00806,601367
1189,DB00608,181000
1190,DB00608,181000
1191,DB00952,157300
1192,DB00289,143465
1193,DB00289,143465
1194,DB00289,143465
1195,DB00289,143465
1196,DB00289,143465
1197,DB00289,143465
1198,DB00563,276300
1199,DB00563,276300
1200,DB00563,276300
1201,DB00563,276300
1202,DB00563,276300
1203,DB00563,276300
1204,DB00563,276300
1205,DB00563,276300
1206,DB00563,276300
1207,DB00563,276300
1208,DB00563,276300
1209,DB00563,276300
1210,DB00563,276300
1211,DB00563,276300
1212,DB00563,276300
1213,DB00563,276300
1214,DB00563,276300
1215,DB00563,276300
1216,DB00563,276300
1217,DB00563,601626
1218,DB00563,601626
1219,DB00563,601626
1220,DB00563,601626
1221,DB00563,601626
1222,DB00563,601626
1223,DB00563,601626
1224,DB00563,601626
1225,DB00563,601626
1226,DB00563,601626
1227,DB00563,601626
1228,DB00563,601626
1229,DB00563,601626
1230,DB00563,601626
1231,DB00563,601626
1232,DB00563,601626
1233,DB00563,601626
1234,DB00563,601626
1235,DB00563,601626
1236,DB00563,233810
1237,DB00563,233810
1238,DB00563,233810
1239,DB00563,233810
1240,DB00563,233810
1241,DB00563,233810
1242,DB00563,233810
1243,DB00563,233810
1244,DB00563,233810
1245,DB00563,233810
1246,DB00563,233810
1247,DB00563,233810
1248,DB00563,233810
1249,DB00563,233810
1250,DB00563,233810
1251,DB00563,233810
1252,DB00563,233810
1253,DB00563,233810
1254,DB00563,233810
1255,DB00563,208920
1256,DB00563,208920
1257,DB00563,208920
1258,DB00563,208920
1259,DB00563,208920
1260,DB00563,208920
1261,DB00563,208920
1262,DB00563,208920
1263,DB00563,208920
1264,DB00563,208920
1265,DB00563,208920
1266,DB00563,208920
1267,DB00563,208920
1268,DB00563,208920
1269,DB00563,208920
1270,DB00563,208920
1271,DB00563,208920
1272,DB00563,208920
1273,DB00563,208920
1274,DB00563,109543
1275,DB00563,109543
1276,DB00563,109543
1277,DB00563,109543
1278,DB00563,109543
1279,DB00563,109543
1280,DB00563,109543
1281,DB00563,109543
1282,DB00563,109543
1283,DB00563,109543
1284,DB00563,109543
1285,DB00563,109543
1286,DB00563,109543
1287,DB00563,109543
1288,DB00563,109543
1289,DB00563,109543
1290,DB00563,109543
1291,DB00563,109543
1292,DB00563,109543
1293,DB00563,133239
1294,DB00563,133239
1295,DB00563,133239
1296,DB00563,133239
1297,DB00563,133239
1298,DB00563,133239
1299,DB00563,133239
1300,DB00563,133239
1301,DB00563,133239
1302,DB00563,133239
1303,DB00563,133239
1304,DB00563,133239
1305,DB00563,133239
1306,DB00563,133239
1307,DB00563,133239
1308,DB00563,133239
1309,DB00563,133239
1310,DB00563,133239
1311,DB00563,133239
1312,DB00563,267730
1313,DB00563,267730
1314,DB00563,267730
1315,DB00563,267730
1316,DB00563,267730
1317,DB00563,267730
1318,DB00563,267730
1319,DB00563,267730
1320,DB00563,267730
1321,DB00563,267730
1322,DB00563,267730
1323,DB00563,267730
1324,DB00563,267730
1325,DB00563,267730
1326,DB00563,267730
1327,DB00563,267730
1328,DB00563,267730
1329,DB00563,267730
1330,DB00563,267730
1331,DB00563,246470
1332,DB00563,246470
1333,DB00563,246470
1334,DB00563,246470
1335,DB00563,246470
1336,DB00563,246470
1337,DB00563,246470
1338,DB00563,246470
1339,DB00563,246470
1340,DB00563,246470
1341,DB00563,246470
1342,DB00563,246470
1343,DB00563,246470
1344,DB00563,246470
1345,DB00563,246470
1346,DB00563,246470
1347,DB00563,246470
1348,DB00563,246470
1349,DB00563,246470
1350,DB00563,259500
1351,DB00563,259500
1352,DB00563,259500
1353,DB00563,259500
1354,DB00563,259500
1355,DB00563,259500
1356,DB00563,259500
1357,DB00563,259500
1358,DB00563,259500
1359,DB00563,259500
1360,DB00563,259500
1361,DB00563,259500
