,drugid,omimid
548,DB00773,276300
549,DB00773,276300
550,DB00773,276300
551,DB00773,276300
552,DB00773,276300
553,DB00773,276300
554,DB00773,276300
555,DB00773,276300
556,DB00773,276300
557,DB00773,276300
558,DB00773,276300
559,DB00773,276300
560,DB00773,276300
561,DB00773,276300
562,DB00773,276300
563,DB00773,276300
564,DB00773,276300
565,DB00773,276300
566,DB00773,276300
567,DB00773,276300
568,DB00773,276300
569,DB00773,276300
570,DB00773,276300
571,DB00773,276300
572,DB00773,276300
573,DB00773,276300
574,DB00773,276300
575,DB00773,276300
576,DB00773,276300
577,DB00773,273300
578,DB00773,273300
579,DB00773,273300
580,DB00773,273300
581,DB00773,273300
582,DB00773,273300
583,DB00773,273300
584,DB00773,273300
585,DB00773,273300
586,DB00773,273300
587,DB00773,273300
588,DB00773,273300
589,DB00773,273300
590,DB00773,273300
591,DB00773,273300
592,DB00773,273300
593,DB00773,273300
594,DB00773,273300
595,DB00773,273300
596,DB00773,273300
597,DB00773,273300
598,DB00773,273300
599,DB00773,273300
600,DB00773,273300
601,DB00773,273300
602,DB00773,273300
603,DB00773,273300
604,DB00773,273300
605,DB00773,273300
606,DB00773,273300
607,DB00773,236000
608,DB00773,236000
609,DB00773,236000
610,DB00773,236000
611,DB00773,236000
612,DB00773,236000
613,DB00773,236000
614,DB00773,236000
615,DB00773,236000
616,DB00773,236000
617,DB00773,236000
618,DB00773,236000
619,DB00773,236000
620,DB00773,236000
621,DB00773,236000
622,DB00773,236000
623,DB00773,236000
624,DB00773,236000
625,DB00773,236000
626,DB00773,236000
627,DB00773,236000
628,DB00773,236000
629,DB00773,236000
630,DB00773,236000
631,DB00773,236000
632,DB00773,236000
633,DB00773,236000
634,DB00773,236000
635,DB00773,236000
636,DB00773,236000
637,DB00773,182280
638,DB00773,182280
639,DB00773,182280
640,DB00773,182280
641,DB00773,182280
642,DB00773,182280
643,DB00773,182280
644,DB00773,182280
645,DB00773,182280
646,DB00773,182280
647,DB00773,182280
648,DB00773,182280
649,DB00773,182280
650,DB00773,182280
651,DB00773,182280
652,DB00773,182280
653,DB00773,182280
654,DB00773,182280
655,DB00773,182280
656,DB00773,182280
657,DB00773,182280
658,DB00773,182280
659,DB00773,182280
660,DB00773,182280
661,DB00773,182280
662,DB00773,182280
663,DB00773,182280
664,DB00773,182280
665,DB00773,182280
666,DB00773,182280
667,DB00307,276300
668,DB00307,276300
669,DB00307,276300
670,DB00307,254400
671,DB00307,254400
672,DB00307,254400
673,DB00945,607459
674,DB00945,607459
675,DB00945,607459
676,DB00945,607459
677,DB00945,607459
678,DB00945,607459
679,DB00945,607459
680,DB00945,607459
681,DB00945,607459
682,DB00945,607459
683,DB00945,607459
684,DB00945,607459
685,DB00945,107320
686,DB00945,107320
687,DB00945,107320
688,DB00945,107320
689,DB00945,107320
690,DB00945,107320
691,DB00945,107320
692,DB00945,107320
693,DB00945,107320
694,DB00945,107320
695,DB00945,107320
696,DB00945,107320
697,DB00945,150600
698,DB00945,150600
699,DB00945,150600
700,DB00945,150600
701,DB00945,150600
702,DB00945,150600
703,DB00945,150600
704,DB00945,150600
705,DB00945,150600
706,DB00945,150600
707,DB00945,150600
708,DB00945,150600
709,DB00945,145590
710,DB00945,145590
711,DB00945,145590
712,DB00945,145590
713,DB00945,145590
714,DB00945,145590
715,DB00945,145590
716,DB00945,145590
717,DB00945,145590
718,DB00945,145590
719,DB00945,145590
720,DB00945,145590
721,DB00945,157300
722,DB00945,157300
723,DB00945,157300
724,DB00945,157300
725,DB00945,157300
726,DB00945,157300
727,DB00945,157300
728,DB00945,157300
729,DB00945,157300
730,DB00945,157300
731,DB00945,157300
732,DB00945,157300
733,DB00945,208230
734,DB00945,208230
735,DB00945,208230
736,DB00945,208230
737,DB00945,208230
738,DB00945,208230
739,DB00945,208230
740,DB00945,208230
741,DB00945,208230
742,DB00945,208230
743,DB00945,208230
744,DB00945,208230
745,DB00945,152700
746,DB00945,152700
747,DB00945,152700
748,DB00945,152700
749,DB00945,152700
750,DB00945,152700
751,DB00945,152700
752,DB00945,152700
753,DB00945,152700
754,DB00945,152700
755,DB00945,152700
756,DB00945,152700
757,DB00945,125310
758,DB00945,125310
759,DB00945,125310
760,DB00945,125310
761,DB00945,125310
762,DB00945,125310
763,DB00945,125310
764,DB00945,125310
765,DB00945,125310
766,DB00945,125310
767,DB00945,125310
768,DB00945,125310
769,DB00945,147530
770,DB00945,147530
771,DB00945,147530
772,DB00945,147530
773,DB00945,147530
774,DB00945,147530
775,DB00945,147530
776,DB00945,147530
777,DB00945,147530
778,DB00945,147530
779,DB00945,147530
780,DB00945,147530
781,DB00945,140600
782,DB00945,140600
783,DB00945,140600
784,DB00945,140600
785,DB00945,140600
786,DB00945,140600
787,DB00945,140600
788,DB00945,140600
789,DB00945,140600
790,DB00945,140600
791,DB00945,140600
792,DB00945,140600
793,DB00945,607850
794,DB00945,607850
795,DB00945,607850
796,DB00945,607850
797,DB00945,607850
798,DB00945,607850
799,DB00945,607850
800,DB00945,607850
801,DB00945,607850
802,DB00945,607850
803,DB00945,607850
804,DB00945,607850
805,DB00945,165720
806,DB00945,165720
807,DB00945,165720
808,DB00945,165720
809,DB00945,165720
810,DB00945,165720
811,DB00945,165720
812,DB00945,165720
813,DB00945,165720
814,DB00945,165720
815,DB00945,165720
816,DB00945,165720
817,DB00945,601367
818,DB00945,601367
819,DB00945,601367
820,DB00945,601367
821,DB00945,601367
822,DB00945,601367
823,DB00945,601367
824,DB00945,601367
825,DB00945,601367
826,DB00945,601367
827,DB00945,601367
828,DB00945,601367
829,DB01033,151400
830,DB01033,151400
831,DB01033,151400
832,DB01033,151400
833,DB01033,151400
834,DB01033,109543
835,DB01033,109543
836,DB01033,109543
837,DB01033,109543
838,DB01033,109543
839,DB01033,191390
840,DB01033,191390
841,DB01033,191390
842,DB01033,191390
843,DB01033,191390
844,DB01033,247640
845,DB01033,247640
846,DB01033,247640
847,DB01033,247640
848,DB01033,247640
849,DB01033,266600
850,DB01033,266600
851,DB01033,266600
852,DB01033,266600
853,DB01033,266600
854,DB01234,181000
855,DB01234,181000
856,DB01234,181000
857,DB01234,181000
858,DB01234,181000
859,DB01234,181000
860,DB01234,181000
861,DB01234,181000
862,DB01234,181000
863,DB01234,181000
864,DB01234,181000
865,DB01234,181000
866,DB01234,181000
867,DB01234,181000
868,DB01234,181000
869,DB01234,181000
870,DB01234,181000
871,DB01234,181000
872,DB01234,181000
873,DB01234,181000
874,DB01234,181000
875,DB01234,181000
876,DB01234,181000
877,DB01234,181000
878,DB01234,181000
879,DB01234,181000
880,DB01234,181000
881,DB01234,181000
882,DB01234,181000
883,DB01234,181000
884,DB01234,181000
885,DB01234,181000
886,DB01234,181000
887,DB01234,181000
888,DB01234,181000
889,DB01234,181000
890,DB01234,181000
891,DB01234,181000
892,DB01234,181000
893,DB01234,181000
894,DB01234,181000
895,DB01234,181000
896,DB01234,181000
897,DB01234,181000
898,DB01234,181000
899,DB01234,181000
900,DB01234,181000
901,DB01234,181000
902,DB01234,181000
903,DB01234,181000
904,DB01234,181000
905,DB01234,181000
906,DB01234,181000
907,DB01234,181000
908,DB01234,181000
909,DB01234,181000
910,DB01234,181000
911,DB01234,181000
912,DB01234,181000
913,DB01234,181000
914,DB01234,181000
915,DB01234,181000
916,DB01234,181000
917,DB01234,181000
918,DB01234,181000
919,DB01234,181000
920,DB01234,181000
921,DB01234,181000
922,DB01234,181000
923,DB01234,181000
924,DB01234,181000
925,DB01234,181000
926,DB01234,181000
927,DB01234,181000
928,DB01234,181000
929,DB01234,181000
930,DB01234,181000
931,DB01234,181000
932,DB01234,181000
933,DB01234,181000
934,DB01234,181000
935,DB01234,181000
936,DB01234,181000
937,DB01234,181000
938,DB01234,181000
939,DB01234,181000
940,DB01234,181000
941,DB01234,181000
942,DB01234,181000
943,DB01234,181000
944,DB01234,181000
945,DB01234,181000
946,DB01234,181000
947,DB01234,181000
948,DB01234,181000
949,DB01234,181000
950,DB01234,181000
951,DB01234,181000
952,DB01234,181000
953,DB01234,181000
954,DB01234,181000
955,DB01234,181000
956,DB01234,215140
957,DB01234,215140
958,DB01234,215140
959,DB01234,215140
960,DB01234,215140
961,DB01234,215140
962,DB01234,215140
963,DB01234,215140
964,DB01234,215140
965,DB01234,215140
966,DB01234,215140
967,DB01234,215140
968,DB01234,215140
969,DB01234,215140
970,DB01234,215140
971,DB01234,215140
972,DB01234,215140
973,DB01234,215140
974,DB01234,215140
975,DB01234,215140
976,DB01234,215140
977,DB01234,215140
978,DB01234,215140
979,DB01234,215140
980,DB01234,215140
981,DB01234,215140
982,DB01234,215140
983,DB01234,215140
984,DB01234,215140
985,DB01234,215140
986,DB01234,215140
987,DB01234,215140
988,DB01234,215140
989,DB01234,215140
990,DB01234,215140
991,DB01234,215140
992,DB01234,215140
993,DB01234,215140
994,DB01234,215140
995,DB01234,215140
996,DB01234,215140
997,DB01234,215140
998,DB01234,215140
999,DB01234,215140
1000,DB01234,215140
1001,DB01234,215140
1002,DB01234,215140
1003,DB01234,215140
1004,DB01234,215140
1005,DB01234,215140
1006,DB01234,215140
1007,DB01234,215140
1008,DB01234,215140
1009,DB01234,215140
1010,DB01234,215140
1011,DB01234,215140
1012,DB01234,215140
1013,DB01234,215140
1014,DB01234,215140
1015,DB01234,215140
1016,DB01234,215140
1017,DB01234,215140
1018,DB01234,215140
1019,DB01234,215140
1020,DB01234,215140
1021,DB01234,215140
1022,DB01234,215140
1023,DB01234,215140
1024,DB01234,215140
1025,DB01234,215140
1026,DB01234,215140
1027,DB01234,215140
1028,DB01234,215140
1029,DB01234,215140
1030,DB01234,215140
1031,DB01234,215140
1032,DB01234,215140
1033,DB01234,215140
1034,DB01234,215140
1035,DB01234,215140
1036,DB01234,215140
1037,DB01234,215140
1038,DB01234,215140
1039,DB01234,215140
1040,DB01234,215140
1041,DB01234,215140
1042,DB01234,215140
1043,DB01234,215140
1044,DB01234,215140
1045,DB01234,215140
1046,DB01234,215140
1047,DB01234,215140
1048,DB01234,215140
1049,DB01234,215140
1050,DB01234,215140
1051,DB01234,215140
1052,DB01234,215140
1053,DB01234,215140
1054,DB01234,215140
1055,DB01234,215140
1056,DB01234,215140
1057,DB01234,215140
1058,DB01234,276300
1059,DB01234,276300
1060,DB01234,276300
1061,DB01234,276300
1062,DB01234,276300
1063,DB01234,276300
1064,DB01234,276300
1065,DB01234,276300
1066,DB01234,276300
1067,DB01234,276300
1068,DB01234,276300
1069,DB01234,276300
1070,DB01234,276300
1071,DB01234,276300
1072,DB01234,276300
1073,DB01234,276300
1074,DB01234,276300
1075,DB01234,276300
1076,DB01234,276300
1077,DB01234,276300
1078,DB01234,276300
1079,DB01234,276300
1080,DB01234,276300
1081,DB01234,276300
1082,DB01234,276300
1083,DB01234,276300
1084,DB01234,276300
1085,DB01234,276300
1086,DB01234,276300
1087,DB01234,276300
1088,DB01234,276300
1089,DB01234,276300
1090,DB01234,276300
1091,DB01234,276300
1092,DB01234,276300
1093,DB01234,276300
1094,DB01234,276300
1095,DB01234,276300
1096,DB01234,276300
1097,DB01234,276300
1098,DB01234,276300
1099,DB01234,276300
1100,DB01234,276300
1101,DB01234,276300
1102,DB01234,276300
1103,DB01234,276300
1104,DB01234,276300
1105,DB01234,276300
1106,DB01234,276300
1107,DB01234,276300
1108,DB01234,276300
1109,DB01234,276300
1110,DB01234,276300
1111,DB01234,276300
1112,DB01234,276300
1113,DB01234,276300
1114,DB01234,276300
1115,DB01234,276300
1116,DB01234,276300
1117,DB01234,276300
1118,DB01234,276300
1119,DB01234,276300
1120,DB01234,276300
1121,DB01234,276300
1122,DB01234,276300
1123,DB01234,276300
1124,DB01234,276300
1125,DB01234,276300
1126,DB01234,276300
1127,DB01234,276300
1128,DB01234,276300
1129,DB01234,276300
1130,DB01234,276300
1131,DB01234,276300
1132,DB01234,276300
1133,DB01234,276300
1134,DB01234,276300
1135,DB01234,276300
1136,DB01234,276300
1137,DB01234,276300
1138,DB01234,276300
1139,DB01234,276300
1140,DB01234,276300
1141,DB01234,276300
1142,DB01234,276300
1143,DB01234,276300
1144,DB01234,276300
1145,DB01234,276300
1146,DB01234,276300
1147,DB01234,276300
1148,DB01234,276300
1149,DB01234,276300
1150,DB01234,276300
1151,DB01234,276300
1152,DB01234,276300
1153,DB01234,276300
1154,DB01234,276300
1155,DB01234,276300
1156,DB01234,276300
1157,DB01234,276300
1158,DB01234,276300
1159,DB01234,276300
1160,DB01234,601608
1161,DB01234,601608
1162,DB01234,601608
1163,DB01234,601608
1164,DB01234,601608
1165,DB01234,601608
1166,DB01234,601608
1167,DB01234,601608
1168,DB01234,601608
1169,DB01234,601608
1170,DB01234,601608
1171,DB01234,601608
1172,DB01234,601608
1173,DB01234,601608
1174,DB01234,601608
1175,DB01234,601608
1176,DB01234,601608
1177,DB01234,601608
1178,DB01234,601608
1179,DB01234,601608
1180,DB01234,601608
1181,DB01234,601608
1182,DB01234,601608
1183,DB01234,601608
1184,DB01234,601608
1185,DB01234,601608
1186,DB01234,601608
1187,DB01234,601608
1188,DB01234,601608
1189,DB01234,601608
1190,DB01234,601608
1191,DB01234,601608
1192,DB01234,601608
1193,DB01234,601608
1194,DB01234,601608
1195,DB01234,601608
1196,DB01234,601608
1197,DB01234,601608
1198,DB01234,601608
1199,DB01234,601608
1200,DB01234,601608
1201,DB01234,601608
1202,DB01234,601608
1203,DB01234,601608
1204,DB01234,601608
1205,DB01234,601608
1206,DB01234,601608
1207,DB01234,601608
1208,DB01234,601608
1209,DB01234,601608
1210,DB01234,601608
1211,DB01234,601608
1212,DB01234,601608
1213,DB01234,601608
1214,DB01234,601608
1215,DB01234,601608
1216,DB01234,601608
1217,DB01234,601608
1218,DB01234,601608
1219,DB01234,601608
1220,DB01234,601608
1221,DB01234,601608
1222,DB01234,601608
1223,DB01234,601608
1224,DB01234,601608
1225,DB01234,601608
1226,DB01234,601608
1227,DB01234,601608
1228,DB01234,601608
1229,DB01234,601608
1230,DB01234,601608
1231,DB01234,601608
1232,DB01234,601608
1233,DB01234,601608
1234,DB01234,601608
1235,DB01234,601608
1236,DB01234,601608
1237,DB01234,601608
1238,DB01234,601608
1239,DB01234,601608
1240,DB01234,601608
1241,DB01234,601608
1242,DB01234,601608
1243,DB01234,601608
1244,DB01234,601608
1245,DB01234,601608
1246,DB01234,601608
1247,DB01234,601608
1248,DB01234,601608
1249,DB01234,601608
1250,DB01234,601608
1251,DB01234,601608
1252,DB01234,601608
1253,DB01234,601608
1254,DB01234,601608
1255,DB01234,601608
1256,DB01234,601608
1257,DB01234,601608
1258,DB01234,601608
1259,DB01234,601608
1260,DB01234,601608
1261,DB01234,601608
1262,DB01234,188030
1263,DB01234,188030
1264,DB01234,188030
1265,DB01234,188030
1266,DB01234,188030
1267,DB01234,188030
1268,DB01234,188030
1269,DB01234,188030
1270,DB01234,188030
1271,DB01234,188030
1272,DB01234,188030
1273,DB01234,188030
1274,DB01234,188030
1275,DB01234,188030
1276,DB01234,188030
1277,DB01234,188030
1278,DB01234,188030
1279,DB01234,188030
1280,DB01234,188030
1281,DB01234,188030
1282,DB01234,188030
1283,DB01234,188030
1284,DB01234,188030
1285,DB01234,188030
1286,DB01234,188030
1287,DB01234,188030
1288,DB01234,188030
1289,DB01234,188030
1290,DB01234,188030
1291,DB01234,188030
1292,DB01234,188030
1293,DB01234,188030
1294,DB01234,188030
1295,DB01234,188030
1296,DB01234,188030
1297,DB01234,188030
1298,DB01234,188030
1299,DB01234,188030
1300,DB01234,188030
1301,DB01234,188030
1302,DB01234,188030
1303,DB01234,188030
1304,DB01234,188030
1305,DB01234,188030
1306,DB01234,188030
1307,DB01234,188030
1308,DB01234,188030
1309,DB01234,188030
1310,DB01234,188030
1311,DB01234,188030
1312,DB01234,188030
1313,DB01234,188030
1314,DB01234,188030
1315,DB01234,188030
1316,DB01234,188030
1317,DB01234,188030
1318,DB01234,188030
1319,DB01234,188030
1320,DB01234,188030
1321,DB01234,188030
1322,DB01234,188030
1323,DB01234,188030
1324,DB01234,188030
1325,DB01234,188030
1326,DB01234,188030
1327,DB01234,188030
1328,DB01234,188030
1329,DB01234,188030
1330,DB01234,188030
1331,DB01234,188030
1332,DB01234,188030
1333,DB01234,188030
1334,DB01234,188030
1335,DB01234,188030
1336,DB01234,188030
1337,DB01234,188030
1338,DB01234,188030
1339,DB01234,188030
1340,DB01234,188030
1341,DB01234,188030
1342,DB01234,188030
1343,DB01234,188030
1344,DB01234,188030
1345,DB01234,188030
1346,DB01234,188030
1347,DB01234,188030
1348,DB01234,188030
1349,DB01234,188030
1350,DB01234,188030
1351,DB01234,188030
1352,DB01234,188030
1353,DB01234,188030
1354,DB01234,188030
1355,DB01234,188030
1356,DB01234,188030
1357,DB01234,188030
1358,DB01234,188030
1359,DB01234,188030
1360,DB01234,188030
1361,DB01234,188030
