,Disease1,Disease2,PHENO-SIM
265,231200,240400,0.1570033477732808
266,231200,146110,0.16026137984306552
267,231200,230800,0.22750348225429418
268,231200,114550,0.16943316505572867
269,231200,145600,0.18149410153754847
270,231200,154276,0.22535238862626045
271,231200,217150,0.04028297472553804
272,231200,238800,0.041522739926869986
273,231200,107650,0.11866111313364182
274,231200,109200,0.2378552128488438
275,231200,260570,0.05252257314388902
276,231200,150699,0.1438389904456152
277,231200,175510,0.18382900600361157
278,231200,220120,0.11509021710529649
279,231200,192200,0.18793271211851736
280,231200,606798,0.11932326792871535
281,231200,137400,0.15009575487729127
282,231200,604278,0.1420386818204781
283,231200,179800,0.14799403939125097
284,231200,179830,0.09771935129766846
285,231200,606842,0.11097419040461882
286,231200,194200,0.1652355499360929
287,231200,125852,0.2336783557057993
288,231200,119500,0.18590623584658414
289,231200,600634,0.10777404608287847
290,231200,270960,0.13710822434681758
291,231200,260480,0.11626367179523595
292,231200,115645,0.08304547985373997
293,231200,147480,0.13424972441590755
294,231200,243200,0.09097176522946841
295,231200,278200,0.033903175181040524
296,231200,249100,0.1866521846792929
297,231200,181460,0.16356608587077823
298,231200,134750,0.12393749056438942
299,155100,273800,0.254071977988902
300,155100,607554,0.24375747470904355
301,155100,171300,0.18771111236698254
302,155100,102300,0.1998109193621267
303,155100,137580,0.20180183819889375
304,155100,147530,0.13338778844417354
305,155100,601042,0.23782574707724705
306,155100,608622,0.15877683720748897
307,155100,161900,0.2549536095115239
308,155100,143465,0.1782265577358014
309,155100,144110,0.13917155995028474
310,155100,261515,0.1539642958280121
311,155100,276300,0.20279011830749752
312,155100,188030,0.18172434016970185
313,155100,148000,0.19178657075513297
314,155100,273300,0.20581438204775282
315,155100,236000,0.16927330070158264
316,155100,254400,0.13629325512727639
317,155100,114480,0.15578981892518903
318,155100,607681,0.13592873654160806
319,155100,239350,0.14969623771302396
320,155100,190300,0.19467851357519764
321,155100,600131,0.2640726137846249
322,155100,607631,0.2744129395821122
323,155100,604827,0.17476551841063892
324,155100,608105,0.16336600980326785
325,155100,208700,0.140028008402801
326,155100,607682,0.17285432628057718
327,155100,300491,0.2677847708018314
328,155100,217200,0.09335200560186734
329,155100,607628,0.2952049618466985
330,155100,267740,0.12126781251816651
331,155100,208550,0.16347352281905347
332,155100,600807,0.19607843137254904
333,155100,151400,0.1853498723047812
334,155100,258360,0.10323001737691676
335,155100,109543,0.15512630699850574
336,155100,126200,0.17410761952859305
337,155100,603165,0.17476551841063892
338,155100,151590,0.22454435656953592
339,155100,133600,0.11941628680530643
340,155100,164230,0.24007826048498282
341,155100,167870,0.20208118953482637
342,155100,115000,0.15124753549550504
343,155100,134510,0.1328422328310143
344,155100,134520,0.19926334924652145
345,155100,134430,0.10803395392536073
346,155100,227300,0.2825753120721564
347,155100,134500,0.23500799597021085
348,155100,157950,0.19253851155385135
349,155100,254200,0.16251786781845723
350,155100,300494,0.23302069121418523
351,155100,181500,0.1756762863824291
352,155100,178600,0.25018104137357094
353,155100,247640,0.09356014857063996
354,155100,102500,0.17776428228421592
355,155100,215470,0.16973957879600132
356,155100,601518,0.18201783862232032
357,155100,311360,0.19941920640703079
358,155100,176807,0.15879032430347484
359,155100,192000,0.048029210642807414
360,155100,137750,0.26034797725781794
361,155100,145500,0.19481800639798372
362,155100,225755,0.1252448582170299
363,155100,608033,0.26568446566202863
364,155100,260970,0.08574929257125442
365,155100,225740,0.15655607277128739
366,155100,215140,0.17265347081854907
367,155100,256370,0.23431167445160245
368,155100,600351,0.2161314478926334
369,155100,203700,0.18167014424825273
370,155100,208300,0.11227217828476796
371,155100,137800,0.1864386180188269
372,155100,254500,0.1840443335155732
373,155100,540000,0.1867897929731142
374,155100,125310,0.22942201639309032
375,155100,601367,0.1357697132378195
376,155100,150600,0.16568337391590282
377,155100,166710,0.1927477698609707
378,155100,602080,0.17641870800832105
379,155100,167320,0.25616074355477697
380,155100,607459,0.24852506087385423
381,155100,208230,0.24375747470904355
382,155100,308205,0.2255328177962449
383,155100,106400,0.13098420799889596
384,155100,140600,0.25368079688239686
385,155100,607850,0.15244318679334118
386,155100,165720,0.23602991735496687
387,155100,252320,0.10502100630210073
388,155100,600808,0.2686866453119395
389,155100,600631,0.2970442628930023
390,155100,263300,0.25489853281665936
391,155100,144700,0.18202396830420328
392,155100,155601,0.23268946049775863
393,155100,155600,0.1804899523025107
394,155100,187950,0.32170960341690935
395,155100,182280,0.15677336097130679
396,155100,600082,0.1278274981412284
397,155100,200170,0.08238525545716346
398,155100,241100,0.1143323900950059
399,155100,109350,0.24741610657828397
400,155100,107320,0.21112192724234674
401,155100,157300,0.14514392869613346
402,155100,152700,0.1961297951044288
403,155100,191390,0.21453196764494611
404,155100,266600,0.14773077515089306
405,155100,179600,0.1750350105035012
406,155100,190400,0.2000816826662603
407,155100,160750,0.1899901489143371
408,155100,181000,0.1345345587992625
409,155100,601608,0.18786728732554486
410,155100,153880,0.23782574707724705
411,155100,233810,0.08238525545716346
412,155100,223350,0.1922322627333814
413,155100,166760,0.14269544824634822
414,155100,125853,0.1799876854743711
415,155100,125851,0.27504098416018735
416,155100,600496,0.260359587582133
417,155100,125850,0.22660373468307196
418,155100,212350,0.20903114796174238
419,155100,212112,0.23156960097359136
420,155100,212130,0.13201967239688991
421,155100,208750,0.07484811885651198
422,155100,226000,0.13284223283101432
423,155100,246300,0.22631943839466842
424,155100,188050,0.15695698526580623
425,155100,146255,0.28209446194428983
426,155100,601626,0.2083812205499946
427,155100,208920,0.2644973492052908
428,155100,133239,0.16392647330993793
429,155100,246470,0.08574929257125442
430,155100,259500,0.15569349831298676
431,155100,231090,0.20317398889287455
432,155100,268220,0.1583251240952809
433,155100,114500,0.17621074970189046
434,155100,137215,0.2885893597794906
435,155100,109800,0.15084899057221546
436,155100,143880,0.13201967239688991
437,155100,166300,0.20054515718735583
438,155100,114580,0.23156960097359136
439,155100,212050,0.18203641092364128
440,155100,125320,0.11941628680530643
441,155100,168600,0.17650456200888545
442,155100,190310,0.2286647801900118
443,155100,168100,0.14709262627058445
444,155100,107550,0.10105651043180543
445,155100,226150,0.027461751819054487
446,155100,158280,0.03300491809922248
447,155100,256700,0.1759538357694467
448,155100,188470,0.1698089027028311
449,155100,211980,0.15670605467325932
450,155100,194070,0.20707585796109268
451,155100,600263,0.15900879764848913
452,155100,176800,0.14969623771302396
453,155100,184700,0.18771111236698254
454,155100,254800,0.24108019022652635
455,155100,102100,0.11357771260606367
456,155100,254770,0.26403934479377983
457,155100,605055,0.10502100630210073
458,155100,606703,0.20611564746694744
459,155100,277460,0.2146367000354181
460,155100,266120,0.249295683067132
461,155100,230450,0.19926334924652145
462,155100,104300,0.18396173993672602
463,155100,231900,0.146862614204502
464,155100,608583,0.21757512627648798
465,155100,608088,0.25671801540513517
466,155100,165199,0.1650245904961124
467,155100,247200,0.18199273790667697
468,155100,601004,0.12126781251816651
469,155100,138800,0.2117024496099853
470,155100,275000,0.19904766188031503
471,155100,140300,0.1938858525165951
472,155100,264120,0.10502100630210073
473,155100,303110,0.23121228232266416
474,155100,601665,0.18645625732233567
475,155100,147540,0.18712029714127992
476,155100,103780,0.16688933432329772
477,155100,601682,0.25243908214870064
478,155100,137760,0.20108683909200226
479,155100,131300,0.2913400017912105
480,155100,144650,0.17285432628057718
481,155100,144010,0.23570226039551584
482,155100,310468,0.31889129347628614
483,155100,115195,0.3253341926923358
484,155100,254450,0.2136023002796698
485,155100,248190,0.23195259991714123
486,155100,189800,0.1975909044940629
487,155100,174800,0.1601183006743634
488,155100,604416,0.2938066265617122
489,155100,146500,0.18187023427354748
490,155100,140850,0.15244318679334118
491,155100,110100,0.22782254977690686
492,155100,300125,0.22710603822921688
493,155100,157700,0.19483527481882096
494,155100,109100,0.24007826048498282
495,155100,277440,0.20534077386880575
496,155100,241519,0.1143323900950059
497,155100,182830,0.1750350105035012
498,155100,602068,0.07113429940295787
499,155100,300232,0.18786728732554486
500,155100,259050,0.11551721334727867
501,155100,165150,0.11669000700233417
502,155100,156190,0.16888013236829963
503,155100,104130,0.10226199851298273
504,155100,304790,0.22049818089751136
505,155100,146850,0.11227217828476796
506,155100,205700,0.07827803638564369
507,155100,607499,0.11834526708278774
508,155100,607685,0.16426846010152707
509,155100,131440,0.15655607277128739
510,155100,145200,0.05716619504750295
511,155100,145100,0.17912443020795965
512,155100,182000,0.16169041669088868
513,155100,277350,0.07484811885651198
514,155100,115300,0.15062893357603013
515,155100,173200,0.21693045781865616
516,155100,148100,0.14852213144650114
517,155100,608320,0.2919785812368919
518,155100,128101,0.277296776935901
519,155100,607225,0.3050264546294911
520,155100,143100,0.15716272265293588
521,155100,189600,0.15900879764848913
522,155100,131200,0.10401019349846875
523,155100,121201,0.2952049618466985
524,155100,132100,0.1673654817511446
525,155100,132090,0.20897850190928627
526,155100,132300,0.15877683720748897
527,155100,212140,0.24840089146271893
528,155100,607516,0.2808882802059379
529,155100,607508,0.1988529196671015
530,155100,607501,0.2504897164340598
531,155100,607498,0.2196940145524359
532,155100,170900,0.11551721334727867
533,155100,175100,0.1725096393556691
534,155100,175505,0.13338778844417354
535,155100,135550,0.16169041669088868
536,155100,125700,0.21144565026396514
537,155100,304900,0.09393364366277243
538,155100,268320,0.21917850187980234
539,155100,103100,0.11551721334727867
540,155100,121200,0.27144247788301723
541,155100,237500,0.2092263123863766
542,155100,237450,0.15244318679334118
543,155100,218800,0.15623182788174914
544,155100,208085,0.18360754425174788
545,155100,608217,0.1143323900950059
546,155100,143500,0.18102628431709267
547,155100,133690,0.1650245904961124
548,155100,600803,0.20208118953482637
549,155100,602522,0.28024829696337616
550,155100,263800,0.2049195404205185
551,155100,246400,0.15855049805149804
552,155100,156000,0.2677847708018314
553,155100,160300,0.09335200560186734
554,155100,127750,0.2396843532477126
555,155100,102400,0.054923503638108974
556,155100,308350,0.25414669405521023
557,155100,605021,0.27500954910846337
558,155100,312910,0.17149858514250885
559,155100,113610,0.09527699174583824
560,155100,218200,0.14002800840280097
561,155100,250790,0.09527699174583824
562,155100,206200,0.15596042290285614
563,155100,240400,0.09852336290568346
564,155100,146110,0.23354091027611007
565,155100,230800,0.16953211539136384
566,155100,114550,0.1641367041336902
567,155100,145600,0.24262425490409542
568,155100,154276,0.19405146605862295
569,155100,217150,0.09605842128561483
570,155100,238800,0.04950737714883372
571,155100,107650,0.17179606773406922
572,155100,109200,0.2835937067270378
573,155100,260570,0.1252448582170299
574,155100,150699,0.18293182415200943
575,155100,175510,0.21917850187980234
576,155100,220120,0.16217092418910928
577,155100,192200,0.18959881966484035
578,155100,606798,0.16005217365665522
579,155100,137400,0.2556549962824568
580,155100,604278,0.1572555077030875
581,155100,179800,0.21797089763818145
582,155100,179830,0.15534712747612348
583,155100,606842,0.15877683720748897
584,155100,194200,0.2781312103762079
585,155100,125852,0.22125202303121871
586,155100,119500,0.24276519027943072
587,155100,600634,0.1927477698609707
588,155100,270960,0.15089863644835705
589,155100,260480,0.1782265577358014
590,155100,115645,0.19802950859533489
591,155100,147480,0.18293182415200943
592,155100,243200,0.10846522890932808
593,155100,278200,0.04042260417272217
594,155100,249100,0.23457400114745458
595,155100,181460,0.2210216611842461
596,155100,134750,0.12666009927622474
597,273800,607554,0.15003013373172586
598,273800,171300,0.15935750850923938
599,273800,102300,0.14439123037220447
600,273800,137580,0.15616655205447985
601,273800,147530,0.09876543209876543
602,273800,601042,0.10272225856022761
603,273800,608622,0.08572408331227328
604,273800,161900,0.17268844114653528
605,273800,143465,0.1582367404445641
606,273800,144110,0.08014841197043843
607,273800,261515,0.20504358575545786
608,273800,276300,0.13663975573167172
609,273800,188030,0.22075539284417395
610,273800,148000,0.18368184114549685
611,273800,273300,0.18751465015433733
612,273800,236000,0.157351727655054
613,273800,254400,0.07358513094805798
614,273800,114480,0.1882276361870906
615,273800,607681,0.08806599154457967
616,273800,239350,0.09698572899377439
617,273800,190300,0.13663975573167172
618,273800,600131,0.16294123891261475
619,273800,607631,0.14971589707849225
620,273800,604827,0.12580855934939952
621,273800,608105,0.09072184232530289
622,273800,208700,0.0604812282168686
623,273800,607682,0.12598815766974242
624,273800,300491,0.15180667801421627
625,273800,217200,0.10584214937952005
626,273800,607628,0.17213259316477408
627,273800,267740,0.07856742013183862
628,273800,208550,0.10591180529319959
629,273800,600807,0.20643348211598286
630,273800,151400,0.2029024646249809
631,273800,258360,0.0936334412889316
632,273800,109543,0.14517212887077507
633,273800,126200,0.20199331487800665
634,273800,603165,0.1320989873168695
635,273800,151590,0.14547859349066158
636,273800,133600,0.07736784709142126
637,273800,164230,0.1382602259640567
638,273800,167870,0.125232682563648
639,273800,115000,0.0839921051131616
640,273800,134510,0.1577882104010429
641,273800,134520,0.18647697592850523
642,273800,134430,0.12598815766974242
643,273800,227300,0.32390350582362204
644,273800,134500,0.18739423171368172
645,273800,157950,0.1134023029066286
646,273800,254200,0.1828767116197327
647,273800,300494,0.15097027121927944
648,273800,181500,0.19987511706556302
649,273800,178600,0.19360532574635353
650,273800,247640,0.09698572899377439
651,273800,102500,0.15154020155277248
652,273800,215470,0.14662863979419066
653,273800,601518,0.11792636233449608
654,273800,311360,0.1615005277038364
655,273800,176807,0.16673272372368192
656,273800,192000,0.062234670401244876
657,273800,137750,0.2394099189163693
658,273800,145500,0.20593688380260536
659,273800,225755,0.08114408259335794
660,273800,608033,0.14344382763731173
661,273800,260970,0.05555555555555555
662,273800,225740,0.08114408259335794
663,273800,215140,0.17897494805707315
664,273800,256370,0.14096334387034368
665,273800,600351,0.12446934080248975
666,273800,203700,0.162539609965047
667,273800,208300,0.12123216124221799
668,273800,137800,0.19512313566832115
669,273800,254500,0.20314842856549753
670,273800,540000,0.13752049208009365
671,273800,125310,0.1726127408008412
672,273800,601367,0.1388888888888889
673,273800,150600,0.12267832166086297
674,273800,166710,0.1456911262460413
675,273800,602080,0.13715853329963723
676,273800,167320,0.12128016447563439
677,273800,607459,0.17635008738749053
678,273800,208230,0.14213381090374028
679,273800,308205,0.18090923964682096
680,273800,106400,0.06061608062110899
681,273800,140600,0.11299448441625036
682,273800,607850,0.09876543209876543
683,273800,165720,0.14764679933927763
684,273800,252320,0.06804138174397716
685,273800,600808,0.11605177063713189
686,273800,600631,0.11226255234242723
687,273800,263300,0.214076287663459
688,273800,144700,0.18426614633518315
689,273800,155601,0.18984047621562894
690,273800,155600,0.1864662628629216
691,273800,187950,0.23448415270421968
692,273800,182280,0.21383343303319471
693,273800,600082,0.03312693299999688
694,273800,200170,0.05337605126836238
695,273800,241100,0.05555555555555555
696,273800,109350,0.17031537543718167
697,273800,107320,0.19540346058684974
698,273800,157300,0.11383349192566224
699,273800,152700,0.24332412774463605
700,273800,191390,0.1176083881682571
701,273800,266600,0.18843366572035794
702,273800,179600,0.06804138174397716
703,273800,190400,0.07407407407407407
704,273800,160750,0.10941465864829575
705,273800,181000,0.13074409009212265
706,273800,601608,0.12171612389003691
707,273800,153880,0.11299448441625036
708,273800,233810,0.08896008544727063
709,273800,223350,0.12454411962617888
710,273800,166760,0.08217780684818209
711,273800,125853,0.16571045299983223
712,273800,125851,0.21383343303319471
713,273800,600496,0.1686826922836866
714,273800,125850,0.178728663437777
715,273800,212350,0.1496834031232363
716,273800,212112,0.165822779387697
717,273800,212130,0.12830005981991682
718,273800,208750,0.07273929674533079
719,273800,226000,0.10519214026736194
720,273800,246300,0.18328579974273834
721,273800,188050,0.1525347717741431
722,273800,146255,0.20469608287637256
723,273800,601626,0.19059778397116353
724,273800,208920,0.2167244011104458
725,273800,133239,0.1292933654325262
726,273800,246470,0.05555555555555555
727,273800,259500,0.14794450798570727
728,273800,231090,0.16454135493308122
729,273800,268220,0.20515248496555452
730,273800,114500,0.19139266365157484
731,273800,137215,0.17407765595569782
732,273800,109800,0.17684942794538255
733,273800,143880,0.1496834031232363
734,273800,166300,0.15044515564140665
735,273800,114580,0.11844484241978356
736,273800,212050,0.1542271319530149
737,273800,125320,0.03868392354571063
738,273800,168600,0.18966095799465968
739,273800,190310,0.12962962962962962
740,273800,168100,0.07147416898918632
741,273800,107550,0.09166199015381173
742,273800,226150,0.08896008544727063
743,273800,158280,0.021383343303319473
744,273800,256700,0.19759583077195558
745,273800,188470,0.12651885271368615
746,273800,211980,0.15591688514493343
747,273800,194070,0.23931428882710712
748,273800,600263,0.17169863887880196
749,273800,176800,0.07273929674533079
750,273800,184700,0.15935750850923938
751,273800,254800,0.22510007388411907
752,273800,102100,0.04415107856883479
753,273800,254770,0.17106674642655578
754,273800,605055,0.02268046058132572
755,273800,606703,0.1335389361282959
756,273800,277460,0.14538047613041344
757,273800,266120,0.2153527608232662
758,273800,230450,0.22951012421969874
759,273800,104300,0.22800758679601932
760,273800,231900,0.17299976536922732
761,273800,608583,0.09759000729485331
762,273800,608088,0.07560153527108575
763,273800,165199,0.08553337321327789
764,273800,247200,0.2358201999877827
765,273800,601004,0.07856742013183862
766,273800,138800,0.10286889997472795
767,273800,275000,0.19343955686759157
768,273800,140300,0.18591087078785534
769,273800,264120,0.06804138174397716
770,273800,303110,0.22910379142968607
771,273800,601665,0.19873867675237006
772,273800,147540,0.09698572899377439
773,273800,103780,0.16867477123499663
774,273800,601682,0.10064684747951962
775,273800,137760,0.18491476042654603
776,273800,131300,0.1704878386870372
777,273800,144650,0.11198947348421548
778,273800,144010,0.17965601854543184
779,273800,310468,0.2066044213272466
780,273800,115195,0.1649572197684645
781,273800,254450,0.1887128390240993
782,273800,248190,0.18033392693348646
783,273800,189800,0.17922225361659933
784,273800,174800,0.14108369642828453
785,273800,604416,0.16029682394087685
786,273800,146500,0.12403234937465499
787,273800,140850,0.08641975308641975
788,273800,110100,0.21156355599013388
789,273800,300125,0.0936334412889316
790,273800,157700,0.10327955589886444
791,273800,109100,0.1670644397065685
792,273800,277440,0.2082316825181414
793,273800,241519,0.07407407407407407
794,273800,182830,0.1134023029066286
795,273800,602068,0.08065179847903307
796,273800,300232,0.10143010324169742
797,273800,259050,0.05345835825829868
798,273800,165150,0.07560153527108575
799,273800,156190,0.09573782631725877
800,273800,104130,0.08281733249999221
801,273800,304790,0.15343915343915343
802,273800,146850,0.14547859349066158
803,273800,205700,0.05071505162084871
804,273800,607499,0.053671765726627546
805,273800,607685,0.125208037737558
806,273800,131440,0.09128709291752768
807,273800,145200,0.037037037037037035
808,273800,145100,0.09670980886427658
809,273800,182000,0.13094570021973104
810,273800,277350,0.048492864496887195
811,273800,115300,0.17349334630196145
812,273800,173200,0.1288335343031562
813,273800,148100,0.10691671651659736
814,273800,608320,0.16079290025443027
815,273800,128101,0.15270761576361705
816,273800,607225,0.197621620399975
817,273800,143100,0.21195837663519876
818,273800,189600,0.13245323570650439
819,273800,131200,0.08423311595321148
820,273800,121201,0.17213259316477408
821,273800,132100,0.07590333900710813
