,Drug,Disease,Class,Feature_TC,Feature_SE-SIM,Feature_PPI-SIM,Feature_Unnamed: 0,Feature_GO-SIM,Feature_TARGETSEQ-SIM,Feature_HPO-SIM,Feature_PHENO-SIM
18,DB01356,135550,0,0.0,0.082687338501292,0.1218017549129514,43017.0,0.6845066019187931,0.046430614859479,0.6656893972332957,0.5443310539518174
19,DB01576,143465,1,0.75,0.3776223776223776,0.1218017549129514,3519.0,0.9250188073979712,0.2261587547730311,0.8193268139590744,0.4045199174779453
20,DB00999,227300,0,0.1621621621621621,0.1297709923664122,0.0448083615310775,13722.0,0.5443732331995238,0.0230239227106369,0.8174128297208987,0.4311454542887732
21,DB01019,160750,0,0.4375,0.0518518518518518,0.0448083615310775,27081.0,0.8820006352275223,0.1903457987617145,0.6639944364876376,0.3768891807222045
22,DB00380,212350,1,0.2580645161290322,0.025,0.1218017549129514,29094.0,0.5776767755590455,0.0356170713341653,0.6279261257555622,0.3106503312572579
23,DB00814,304900,0,0.4479166666666667,0.2575757575757575,0.0448083615310775,43136.0,0.6594384622972944,0.0293653183456383,0.6009299071548351,0.358568582800318
24,DB01104,131300,1,0.3703703703703703,0.4099378881987577,0.0,38061.0,0.9490894978518628,0.0,0.5845167912965336,0.3338959216379956
25,DB01003,160750,0,0.2452830188679245,0.2166666666666666,0.1218017549129514,27081.0,0.7404804085553113,0.0406061713059083,0.6639944364876376,0.3768891807222045
26,DB01086,134500,0,0.0,0.0,0.0,13971.0,0.0,0.0,0.903450582509702,0.3674234614174766
27,DB00421,165150,0,0.2638888888888889,0.1271676300578034,0.0164840749998607,40382.0,0.6623092881828303,0.0486302082784633,0.6218064598598256,0.372677996249965
28,DB00270,266120,0,0.0,0.0,0.0,35667.0,0.0,0.0,0.7872942578310993,0.295568893284547
29,DB00211,133690,0,0.4603174603174603,0.1558441558441558,0.0448083615310775,43671.0,0.7215268965662665,0.1232900958435903,0.7582407489486886,0.5443310539518174
30,DB00860,215140,1,0.6037735849056604,0.1235955056179775,0.3310914970542981,18512.0,0.8130934251273809,0.2808983824836423,0.5760116353972613,0.2718728083402676
31,DB01156,247640,0,0.2857142857142857,0.2480620155038759,0.0448083615310775,15444.0,0.6331396335318319,0.0521661638710566,0.7855725508902349,0.2820380374088831
32,DB00404,603165,0,0.3,0.2751479289940828,0.1218017549129514,11436.0,0.7367296330986224,0.0505759276906363,0.5901582566600436,0.2717615446530459
33,DB00819,243200,1,0.0,0.0,0.0,44841.0,0.0,0.0,0.6410898631968716,0.2635231383473649
34,DB00514,160300,0,0.2638888888888889,0.0792079207920792,0.0448083615310775,43944.0,0.5644772277108067,0.0521299869073619,0.5811764274018587,0.4124789556921527
35,DB01238,151590,0,0.5131578947368421,0.2256033578174186,0.1218017549129514,11694.0,0.6601309311068944,0.0635133823824453,0.8516381191524719,0.3273268353539885
36,DB01202,157300,0,0.4868421052631579,0.255578093306288,0.1218017549129514,25932.0,0.8085997743152313,0.1639612273971992,0.953606652384108,0.3033845513567188
37,DB00222,600496,1,0.7215189873417721,0.4148148148148148,0.0448083615310775,28737.0,0.9222501751372734,0.0402281591626707,0.8559639511871753,0.6065414277162509
38,DB00206,121201,0,0.375,0.1111111111111111,0.0448083615310775,42219.0,0.7250461205397134,0.0464015814686041,0.8860616060646629,0.4692124961593831
39,DB00814,259500,0,0.4623655913978494,0.27151051625239,0.1218017549129514,31152.0,0.6056785626313359,0.045615218528198,0.7655421796957567,0.3042656698360098
40,DB00938,218200,0,0.2711864406779661,0.106145251396648,0.1218017549129514,44217.0,0.7507529412073184,0.2049944765891977,0.6270090992292287,0.4082482904638629
41,DB00413,137800,0,0.0,0.0,0.0,19647.0,0.0,0.0,0.7816365475002125,0.4202617900156148
42,DB00552,268320,0,0.3717948717948718,0.1024096385542168,0.0448083615310775,43194.0,0.5815720162805229,0.0450980691128436,0.5784673897199565,0.6390096504226938
43,DB00215,246400,0,0.3970588235294117,0.1214285714285714,0.0,43857.0,0.7398981948627666,0.031658864736354,0.6319396200582852,0.4040950971038547
44,DB00270,161900,1,0.6271186440677966,0.3739837398373983,0.1218017549129514,3231.0,0.9651332472980576,0.5123152713213571,0.7308352059980889,0.2842427860477456
45,DB00672,151590,0,0.3448275862068966,0.0594405594405594,0.0448083615310775,11694.0,0.5851388636758688,0.0356994794987906,0.8516381191524719,0.3273268353539885
46,DB00482,246470,1,0.3294117647058823,0.2058212058212058,0.1218017549129514,30986.0,0.6035864998489564,0.0626155961317073,0.7098562435553532,0.4444444444444444
47,DB00992,607459,0,0.3888888888888889,0.0803571428571428,0.1218017549129514,21627.0,0.6244702751510909,0.0472788302576612,0.6900475414790523,0.3446111079222209
48,DB00559,161900,1,0.6836734693877551,0.3602941176470588,0.1218017549129514,3231.0,0.7120343860846194,0.1565210558169205,0.7308352059980889,0.2842427860477456
49,DB00993,126200,1,0.5,0.1743119266055046,0.3310914970542981,11177.0,0.6843040150958546,0.0576138156631092,0.602274635057172,0.4347157139173971
50,DB00831,190310,0,0.4126984126984127,0.1939393939393939,0.1218017549129514,33066.0,0.7967292345676305,0.2624474004231086,0.6439094484702196,0.6390096504226938
51,DB00573,607225,0,0.2647058823529412,0.2592592592592592,0.0448083615310775,41921.0,0.5874702484149752,0.0461699541460801,0.6503314643046969,0.3339862885787463
52,DB01029,155601,0,0.4285714285714285,0.2213541666666666,0.3310914970542981,24141.0,0.7077628125893121,0.0583720913400694,0.8178675028515328,0.4288095277183998
53,DB00794,121201,1,0.8222222222222222,0.1444444444444444,0.0,42219.0,0.9544021916925288,0.0,0.8860616060646629,0.4692124961593831
54,DB00929,131200,0,0.6304347826086957,0.2,0.1218017549129514,42146.0,0.7047663071664789,0.0877590993979506,0.6761491210664308,0.2646460279317519
55,DB00014,604278,0,0.238095238095238,0.0347826086956521,0.1218017549129514,44727.0,0.5658363182692782,0.0536986722181165,0.7216573704174293,0.5031473844418982
56,DB01268,230450,0,0.0,0.0,0.0,35802.0,0.0,0.0,0.7320996007359961,0.2697818712673558
57,DB00908,608583,1,0.4927536231884058,0.2462686567164179,0.1218017549129514,36201.0,0.9080501661378668,0.5431315719807048,0.7719786130142189,0.4577377082170634
58,DB00421,602080,0,0.1746031746031746,0.1559633027522936,0.1218017549129514,21194.0,0.6034899099501734,0.0585362036590063,0.5866475306283727,0.302407368379503
59,DB00530,160750,0,0.4385964912280701,0.2028985507246377,0.1218017549129514,27081.0,0.7133844871536645,0.043009739722499,0.6639944364876376,0.3768891807222045
60,DB00481,146110,0,0.5316455696202531,0.1052631578947368,0.0448083615310775,44351.0,0.6188923994591529,0.0401091274876346,0.7918059241628672,0.2978090374549429
61,DB00619,131440,1,0.0,0.0,0.0,41106.0,0.0,0.0,0.8132094726075394,0.2865349415468778
62,DB01364,121201,0,0.2127659574468085,0.1515151515151515,0.1218017549129514,42219.0,0.7987570430038227,0.0487230843073274,0.8860616060646629,0.4692124961593831
63,DB00199,154276,0,0.3294117647058823,0.1307692307692307,0.1218017549129514,44469.0,0.6333529392540485,0.0240174728292602,0.7843968293637984,0.3520340307890974
64,DB00762,157700,0,0.4805194805194805,0.1942446043165467,0.0448083615310775,39594.0,0.5885802528091615,0.0365984705078691,0.5090159410971294,0.2683281572999747
65,DB00321,254770,0,0.2142857142857142,0.1689189189189189,0.0,35117.0,0.7654280885407145,0.0550803898360659,0.880060321021793,0.4375949744936837
66,DB00357,184700,0,0.4181818181818181,0.1111111111111111,0.3310914970542981,34694.0,0.5879557643980148,0.0515971412073109,0.6908485702606428,0.3914929062442601
67,DB00620,208550,1,0.9,0.4553191489361702,0.3310914970542981,9867.0,0.9126347485165184,0.0473268441728355,0.7587190778064891,0.2588387888443728
68,DB01110,173200,0,0.2253521126760563,0.106951871657754,0.0448083615310775,41607.0,0.550720557134383,0.0380375087814286,0.6670201116849352,0.3853373177942262
69,DB00533,109350,0,0.4838709677419355,0.2579075425790754,0.0448083615310775,25541.0,0.6698670789276738,0.0454514342682563,0.7813183712700926,0.3346580611898701
70,DB00627,154276,0,0.1538461538461538,0.1642512077294686,0.0164840749998607,44469.0,0.5375653782405139,0.0182892055284786,0.7843968293637984,0.3520340307890974
71,DB00993,233810,1,0.3625,0.1525974025974026,0.0448083615310775,27827.0,0.5894374431442119,0.0733185093948577,0.6090581865171011,0.392232270276368
72,DB00687,249100,0,0.3692307692307692,0.0510948905109489,0.1218017549129514,44844.0,0.5151140168958306,0.0501687867955766,0.6696267646018031,0.299290213689082
73,DB01238,182280,0,0.5443037974683544,0.1464757709251101,0.0164840749998607,24747.0,0.5910335603112186,0.0513957384656373,0.8889270611036736,0.3554093266554554
74,DB00371,106400,0,0.4772727272727273,0.1235294117647058,0.0448083615310775,22269.0,0.6812251680150236,0.0551885327889699,0.7072231698422959,0.3273268353539886
75,DB00380,114500,0,0.5522388059701493,0.2222222222222222,0.1218017549129514,31644.0,0.7422214534695544,0.0385586042064472,0.853243547835602,0.4171579375852355
76,DB01162,268220,0,0.6829268292682927,0.16875,0.1218017549129514,31481.0,0.52825055343717,0.044325341055324,0.7057880711560349,0.3660671329108892
77,DB00465,150600,0,0.3023255813953488,0.421188630490956,0.3310914970542981,20757.0,0.9082904627871392,0.0612409363162199,0.6019359567491078,0.2988071523335984
78,DB01221,147480,0,0.15,0.0632911392405063,0.0,44837.0,0.6952633356557664,0.0431352159363871,0.6902467311602948,0.3176356221387072
79,DB00393,125310,1,0.5263157894736842,0.173076923076923,0.1218017549129514,20316.0,0.8636461212965986,0.0468746922783289,0.6387008574474354,0.3321933745564159
80,DB00252,600807,0,0.5769230769230769,0.215633423180593,0.0448083615310775,10131.0,0.7369761119824916,0.0338643062664363,0.7841373664155871,0.3785601113241634
81,DB00605,153880,0,0.4090909090909091,0.3253012048192771,0.3310914970542981,27642.0,0.8553131575550444,0.0389364656133019,0.6428219859712674,0.3698001308168194
82,DB01221,147530,1,0.4629629629629629,0.1428571428571428,0.3310914970542981,2361.0,0.9478211452970304,0.4904968934196609,0.6733173964495486,0.3600411499115478
83,DB01148,273800,1,0.46875,0.0909090909090909,0.1218017549129514,891.0,0.7926405051265888,0.2005079004907403,0.9067720759285004,0.3888980112048115
84,DB00178,212140,0,0.0,0.0,0.0,42501.0,0.0,0.0,0.6269806628584051,0.2991830368027062
85,DB01202,217200,1,0.66,0.3369175627240143,0.0448083615310775,9069.0,0.7924690542945501,0.1639612273971992,0.8144660519250358,0.2981423969999719
86,DB01234,115195,0,0.4029850746268656,0.1304347826086956,0.0448083615310775,38519.0,0.6567271176981833,0.0286930802593233,0.737995079944973,0.4347242610141993
87,DB01203,157700,1,0.8043478260869565,0.4104477611940298,0.0448083615310775,39594.0,0.9865179854865078,0.2565534326688028,0.5090159410971294,0.2683281572999747
88,DB00401,225740,0,0.313953488372093,0.1444099378881987,0.1218017549129514,18282.0,0.7416854522545272,0.0512204565599885,0.6938653002485711,0.4216370213557839
89,DB00376,218200,0,0.4782608695652174,0.1842105263157894,0.1218017549129514,44217.0,0.8943930996918543,0.4932880313139123,0.6270090992292287,0.4082482904638629
90,DB01186,133690,0,0.3283582089552239,0.2096385542168674,0.0448083615310775,43671.0,0.7742360030880486,0.0767450386425977,0.7582407489486886,0.5443310539518174
91,DB01222,260570,0,0.4615384615384615,0.1394658753709199,0.1218017549129514,44594.0,0.5845328346906632,0.0473268441728355,0.6850608333118257,0.2631174057921088
92,DB00800,114550,0,0.0,0.0,0.0,44412.0,0.0,0.0,0.7196767375288006,0.3852212074777671
93,DB00177,125850,0,0.6901408450704225,0.3024691358024691,0.1218017549129514,28916.0,0.821604121281756,0.0352353508976433,0.8426045897064796,0.6065414277162509
94,DB00692,231200,1,0.4307692307692308,0.1617647058823529,0.1218017549129514,296.0,0.8867997653712708,0.2264530506092668,0.9067720759285004,0.3888980112048115
95,DB00394,600807,1,0.8627450980392157,0.2692307692307692,0.1218017549129514,10131.0,0.657782129238499,0.0443696079912648,0.7841373664155871,0.3785601113241634
96,DB00366,208085,0,0.25,0.1755725190839694,0.1218017549129514,43521.0,0.7396743838920503,0.0601243261885732,0.6208624813809758,0.2910528808457692
97,DB00366,110100,0,0.4642857142857143,0.21875,0.1218017549129514,39387.0,0.7346308720485326,0.2255806692727704,0.6021234090300931,0.4020573523656681
98,DB00394,179800,0,0.3396226415094339,0.0158730158730158,0.0448083615310775,44742.0,0.6043293838415595,0.0413142444368096,0.6502646392718396,0.4317296984739163
99,DB00776,600131,1,0.375,0.3155963302752294,0.1218017549129514,7172.0,0.8890271816013033,0.1417852109688248,0.8835004133356865,0.498135481386718
100,DB01019,607501,0,0.2702702702702703,0.052863436123348,0.1218017549129514,42702.0,0.7616550462087859,0.1797435663290276,0.9532828230287836,0.4615663313770509
101,DB00644,157300,0,0.6823529411764706,0.119205298013245,0.0164840749998607,25932.0,0.6750481033696704,0.1366837671456617,0.953606652384108,0.3033845513567188
102,DB00692,273800,1,0.4307692307692308,0.1617647058823529,0.1218017549129514,891.0,0.8867997653712708,0.2264530506092668,0.9067720759285004,0.3888980112048115
103,DB01142,300232,0,0.2941176470588235,0.2232704402515723,0.0448083615310775,40191.0,0.9073590992056036,0.1974676403787925,0.5895232187394118,0.4564354645876384
104,DB01113,145100,0,0.0,0.0,0.0,41277.0,0.0,0.0,0.9083214014453298,0.5454545454545454
105,DB00977,604416,1,0.7631578947368421,0.2044198895027624,0.3310914970542981,39069.0,0.8263848772478412,0.1958168842033246,0.6570139887696489,0.3513909642493636
106,DB00640,153880,0,0.3209876543209876,0.109090909090909,0.0448083615310775,27642.0,0.6913793287893812,0.0424886109740278,0.6428219859712674,0.3698001308168194
107,DB00692,246470,0,0.5063291139240507,0.1288343558282208,0.1218017549129514,30986.0,0.7510856044573309,0.0424319359548252,0.7098562435553532,0.4444444444444444
108,DB01064,146850,0,0.3684210526315789,0.0735294117647058,0.0448083615310775,40752.0,0.6431749915677057,0.035907143931877,0.9688140823808082,0.3086066999241838
109,DB00240,604416,0,0.6078431372549019,0.1290322580645161,0.3310914970542981,39069.0,0.8130934251273809,0.2808983824836423,0.6570139887696489,0.3513909642493636
110,DB01151,277350,0,0.2352941176470588,0.0,0.1218017549129514,41444.0,0.6710165594389929,0.0493070699380306,0.5539562729598857,0.3086066999241838
111,DB01006,601608,0,0.2203389830508474,0.1739130434782608,0.1218017549129514,27456.0,0.5961319630495978,0.0342099911203054,0.6360234340221302,0.3999999999999999
112,DB00642,273800,0,0.4782608695652174,0.109375,0.1218017549129514,891.0,0.5830880386580024,0.0503130876286273,0.9067720759285004,0.3888980112048115
113,DB00722,175510,0,0.0,0.0,0.0,44637.0,0.0,0.0,0.754711339600458,0.5270462766947299
114,DB00433,608622,0,0.5,0.1666666666666666,0.3310914970542981,2942.0,0.8380019639928704,0.280860185176881,0.8688123979026623,0.3779644730092272
115,DB00445,263300,0,0.1884057971014492,0.1382765531062124,0.1218017549129514,23732.0,0.6330955088815299,0.0446838327712013,0.7304984169451694,0.3777142569581392
116,DB01035,109200,0,0.396551724137931,0.0654205607476635,0.0,44571.0,0.510366326903892,0.026769726013743,0.6077303822948118,0.4075557568177074
117,DB00763,600131,0,0.3265306122448979,0.1379310344827586,0.0448083615310775,7172.0,0.6530358542499083,0.0425610016477383,0.8835004133356865,0.498135481386718
118,DB00960,150699,0,0.0,0.0,0.0,44616.0,0.0,0.0,0.8511963625122274,0.3075240262531132
119,DB00839,600496,1,0.7285714285714285,0.8275862068965517,0.1218017549129514,28737.0,0.9222501751372734,0.6768642438697967,0.8559639511871753,0.6065414277162509
120,DB01009,114500,0,0.2203389830508474,0.2008547008547008,0.1218017549129514,31644.0,0.5934581679230049,0.0500851651149081,0.853243547835602,0.4171579375852355
121,DB00440,211980,0,0.4848484848484848,0.1413934426229508,0.1218017549129514,34116.0,0.5977851933769975,0.028811000729098,0.8889270611036736,0.4312757528739214
122,DB01406,607850,0,0.4067796610169492,0.2280701754385964,0.3310914970542981,22692.0,0.7745203028593556,0.0511770690171433,0.768649929867408,0.3389834532487511
123,DB00186,252320,1,0.3934426229508196,0.2090395480225988,0.1218017549129514,23111.0,0.7654280885407145,0.0551885327889699,0.5938722291046867,0.3535533905932737
124,DB00731,602522,0,0.5294117647058824,0.1020408163265306,0.0448083615310775,43766.0,0.8805113223165544,0.0512394082747549,0.6067900206530088,0.3344968040028362
125,DB00448,109350,1,0.859375,0.4109311740890688,0.0164840749998607,25541.0,0.7924463668758348,0.6447726165668158,0.7813183712700926,0.3346580611898701
126,DB01356,181500,1,0.0172413793103448,0.1590909090909091,0.1218017549129514,14957.0,0.7115282715460458,0.0666218832997554,0.7094432646310656,0.4299661254091944
127,DB00747,114580,0,0.3934426229508196,0.1016949152542373,0.1218017549129514,32444.0,0.6811070494551765,0.0417749739637637,0.6228019774144509,0.4177863742936747
128,DB00472,143465,0,0.7837837837837838,0.3086419753086419,0.1218017549129514,3519.0,0.948198836323761,0.4896045791147975,0.8193268139590744,0.4045199174779453
129,DB01351,127750,0,0.2857142857142857,0.1011904761904761,0.0,43986.0,0.7973224194873489,0.0475909657700676,0.7955559135594021,0.3500828351766167
130,DB00586,607850,1,0.5,0.3987068965517241,0.1218017549129514,22692.0,0.9082904627871392,0.0541334777311142,0.768649929867408,0.3389834532487511
131,DB00945,277440,0,0.2708333333333333,0.0915492957746478,0.3310914970542981,39797.0,0.6778608045831158,0.0449277960710262,0.5845167912965336,0.3005565448891441
132,DB00547,308350,0,0.2142857142857142,0.0043668122270742,0.0448083615310775,44067.0,0.5606132003406674,0.0398303740544946,0.6830966095821411,0.3723065214165387
133,DB00353,270960,0,0.391304347826087,0.0762331838565022,0.1218017549129514,44819.0,0.6850143658735983,0.050355676445397,0.7942523970621256,0.2723168561657921
134,DB00448,166300,0,0.4651162790697674,0.09375,0.1218017549129514,32286.0,0.7322390772748106,0.0382623488044351,0.5949728123230572,0.3338959216379956
135,DB00843,125320,1,0.6909090909090909,0.2935251798561151,0.1218017549129514,32757.0,0.8497591433190639,0.1557139806841041,0.7955559135594021,0.5330017908890261
136,DB00593,604827,0,0.4705882352941176,0.2625,0.1218017549129514,7719.0,0.704016894088255,0.0293123148658585,0.880060321021793,0.3721042037676254
137,DB00717,190400,0,0.2244897959183673,0.1076923076923077,0.0448083615310775,26892.0,0.5884311258990742,0.0359883787422618,0.7536110257978348,0.4364357804719848
138,DB01110,134510,0,0.2,0.1259842519685039,0.0448083615310775,12969.0,0.5851328404771554,0.0442467458510623,0.8584646814936949,0.8295150620062532
139,DB00924,132090,0,0.1639344262295081,0.0902777777777777,0.1218017549129514,42362.0,0.7275975579990409,0.0444800799047505,0.8827602478678266,0.5720775535473553
140,DB00590,246400,0,0.4675324675324675,0.2100313479623824,0.0,43857.0,0.6999757819418353,0.0341342963304472,0.6319396200582852,0.4040950971038547
141,DB01143,608033,0,0.2285714285714285,0.0432569974554707,0.0448083615310775,17819.0,0.5720078779562949,0.0378985630972908,0.7292982917228213,0.3493335058437491
142,DB00523,110100,0,0.2727272727272727,0.1995884773662551,0.1218017549129514,39387.0,0.6647047087993019,0.0455248743126518,0.6021234090300931,0.4020573523656681
143,DB00564,190400,1,0.1956521739130435,0.2734177215189873,0.0448083615310775,26892.0,0.5918205670111489,0.0340894729577698,0.7536110257978348,0.4364357804719848
144,DB01216,174800,0,0.2857142857142857,0.1385542168674698,0.3310914970542981,38961.0,0.6417739756727907,0.0519384825356951,0.6025332048860164,0.2449614726314793
145,DB00428,146850,0,0.3376623376623376,0.03862660944206,0.1218017549129514,40752.0,0.385150957647557,0.0325748452535651,0.9688140823808082,0.3086066999241838
146,DB01400,145600,0,0.2972972972972973,0.1666666666666666,0.0448083615310775,44441.0,0.5354919755278182,0.0213497509729241,0.7843968293637984,0.2961744388795462
147,DB00883,178600,1,0.3648648648648648,0.1052631578947368,0.3310914970542981,15201.0,0.6215923270040662,0.0393613307687716,0.7127402452397855,0.3132696301281136
148,DB00627,140300,0,0.25,0.0382165605095541,0.0,37097.0,0.5648852101578252,0.0268717847668894,0.9646886639846272,0.4217611727935911
149,DB00366,303110,0,0.7111111111111111,0.2058823529411764,0.1218017549129514,37344.0,0.7746400113250974,0.1986410559062555,0.6247801245601536,0.4039208502592307
150,DB00924,160750,1,0.5897435897435898,0.2183908045977011,0.1218017549129514,27081.0,0.7384880943856185,0.0272254077160083,0.6639944364876376,0.3768891807222045
151,DB01099,212112,0,0.2769230769230769,0.136,0.1218017549129514,29271.0,0.6372509433660222,0.0376312833817859,0.6090829748284861,0.2989364780926652
152,DB01001,171300,0,0.6888888888888889,0.2229965156794425,0.3310914970542981,1482.0,0.9590287801182538,0.4474494950381956,0.6002177374513026,0.4453151614782895
153,DB00443,600351,0,0.9,0.4914089347079037,0.3310914970542981,18969.0,0.9126347485165184,0.2808983824836423,0.6145460324968098,0.5368754921931592
154,DB00544,106400,1,0.3333333333333333,0.1670480549199084,0.0448083615310775,22269.0,0.6013454206898854,0.0587884880752238,0.7072231698422959,0.3273268353539886
155,DB01035,160300,0,0.2191780821917808,0.1021897810218978,0.0448083615310775,43944.0,0.530488191529968,0.02860870786333,0.5811764274018587,0.4124789556921527
156,DB00252,109800,0,0.36,0.2826475849731664,0.0,31967.0,0.5071853834593366,0.0328368478381521,0.853243547835602,0.3738694870563798
157,DB01161,312910,0,0.12,0.0714285714285714,0.0164840749998607,44144.0,0.5412654821896359,0.0435020521238589,0.5846921147459065,0.5103103630798287
158,DB00320,260970,0,0.573170731707317,0.1269841269841269,0.1218017549129514,18051.0,0.9529911459585192,0.4078871019987466,0.7290303118324174,0.3535533905932738
159,DB00903,215140,1,0.4285714285714285,0.2153846153846154,0.1218017549129514,18512.0,0.8819802238003969,0.6052722861422601,0.5760116353972613,0.2718728083402676
160,DB01222,191390,1,0.509090909090909,0.2055335968379446,0.1218017549129514,26319.0,0.5693571118023675,0.046081177890357,0.8976587055190041,0.3726779962499649
161,DB00178,146255,1,0.9803921568627452,0.388704318936877,0.1218017549129514,30312.0,0.9373083569975842,0.0386950322503462,0.7016750067245937,0.4020573523656681
162,DB00871,125320,0,0.4807692307692308,0.1494252873563218,0.1218017549129514,32757.0,0.8189504136778847,0.2856438535670305,0.7955559135594021,0.5330017908890261
163,DB00714,261515,0,0.0,0.0,0.0,4092.0,0.0,0.0,0.6164045468284952,0.2860554204823368
164,DB00437,604416,0,0.3620689655172414,0.23828125,0.0448083615310775,39069.0,0.6088352989143989,0.0411502015816303,0.6570139887696489,0.3513909642493636
165,DB00762,175505,0,0.3052631578947368,0.1844155844155844,0.0,42956.0,0.5348294622155909,0.0626155961317073,0.7813183712700926,0.4444444444444444
166,DB00367,131200,1,0.7,0.3512396694214876,0.1218017549129514,42146.0,0.9509486948844444,0.1202284493664205,0.6761491210664308,0.2646460279317519
167,DB00397,147540,1,0.4827586206896552,0.2535211267605634,0.1218017549129514,37587.0,0.8346295738423812,0.2103782971817426,0.8449734537300877,0.545544725589981
168,DB00982,254200,0,0.2539682539682539,0.2296819787985865,0.0448083615310775,14466.0,0.6033120868251105,0.0550065795034978,0.5926878733060965,0.263764094129489
169,DB00285,164230,1,0.5531914893617021,0.4818181818181818,0.0,12207.0,0.948198836323761,0.0601900846893127,0.8654619774900252,0.3984348346977646
170,DB00501,212140,0,0.0,0.0,0.0,42501.0,0.0,0.0,0.6269806628584051,0.2991830368027062
171,DB01175,189600,0,0.2394366197183098,0.0930521091811414,0.1218017549129514,42072.0,0.7374442624228399,0.0541996513996323,0.7893555486484163,0.4842001247062522
172,DB00374,143500,0,0.25,0.1007194244604316,0.0448083615310775,43622.0,0.665125682144653,0.057613733355165,0.8643435167479591,0.3473578546464884
173,DB00661,608622,1,0.5,0.2696629213483146,0.3310914970542981,2942.0,0.9008727825669942,0.5431315719807048,0.8688123979026623,0.3779644730092272
174,DB00448,176800,0,0.1081081081081081,0.171021377672209,0.0448083615310775,34551.0,0.5524588202652561,0.0265044039686665,0.704325933624523,0.4629100498862757
175,DB00627,215470,0,0.2162162162162162,0.1656184486373165,0.0448083615310775,15927.0,0.6081316944496801,0.056563514850378,0.6681593966749533,0.3431317581537581
176,DB00794,166760,0,0.4406779661016949,0.1929824561403508,0.1218017549129514,28194.0,0.7375864914299315,0.0466831510399602,0.6552384772515748,0.2335709179335258
177,DB00570,145500,0,0.5675675675675675,0.1844660194174757,0.1218017549129514,17352.0,0.6932935344580347,0.0525167487058693,0.8140500182627184,0.3365462194627221
178,DB00598,171300,1,0.5510204081632653,0.2625,0.1218017549129514,1482.0,0.9495782183287912,0.2546916941961686,0.6002177374513026,0.4453151614782895
179,DB00541,246470,1,0.7974683544303798,0.2433460076045627,0.0448083615310775,30986.0,0.592136828370589,0.0574117139328479,0.7098562435553532,0.4444444444444444
