,Unnamed: 0,Drug,Disease,Class,Feature_TC_HPO-SIM,Feature_TC_PHENO-SIM,Feature_SE-SIM_HPO-SIM,Feature_SE-SIM_PHENO-SIM,Feature_PPI-SIM_HPO-SIM,Feature_PPI-SIM_PHENO-SIM,Feature_Unnamed: 0_HPO-SIM,Feature_Unnamed: 0_PHENO-SIM,Feature_GO-SIM_HPO-SIM,Feature_GO-SIM_PHENO-SIM,Feature_TARGETSEQ-SIM_HPO-SIM,Feature_TARGETSEQ-SIM_PHENO-SIM
25,25,DB01395,184700,1,0.7372097807744856,0.7372097807744856,0.5767139011059049,0.4402254531628119,1.0,1.0,261.2527511816861,261.2527511816861,0.9309596744594468,0.9309596744594468,1.0,1.0
26,26,DB01156,143465,1,0.837933694442432,0.5773502691896257,0.837933694442432,0.5541182002657662,1.0,1.0,345.77593901253454,345.77593901253454,0.9338086805941082,0.9338086805941082,1.0,1.0
27,27,DB01156,264120,1,0.6793662204867574,0.6793662204867574,0.6672607479857652,0.5872608843268788,1.0,1.0,345.80341236026,345.80341236026,0.9561990923543232,0.9561990923543232,1.0,1.0
28,28,DB01156,167870,1,0.837933694442432,0.5773502691896257,0.837933694442432,0.5988138713742625,1.0,1.0,345.8872648710848,345.8872648710848,0.9262307271248478,0.9262307271248478,1.0,1.0
29,29,DB00180,208550,1,0.9244162777371754,0.9244162777371754,0.87104481963128,0.5865884600854131,1.0,1.0,337.7158568974812,337.7158568974812,1.0,1.0,1.0,1.0
30,30,DB00180,600807,1,0.9244162777371754,0.9244162777371754,0.87104481963128,0.5865884600854131,1.0,1.0,337.6758800980609,337.6758800980609,1.0,1.0,1.0,1.0
31,31,DB01225,231200,1,0.952245806464119,0.6186404847588912,0.952245806464119,0.3333333333333333,0.952245806464119,0.2116798562241516,276.9187606501228,276.9187606501228,0.952245806464119,0.7678135545793708,0.952245806464119,0.1815167059802386
32,32,DB01225,188050,1,0.9411239481143202,0.9411239481143202,0.7862191603545892,0.4140393356054125,1.0,1.0,277.07038816878287,277.07038816878287,1.0,1.0,1.0,1.0
33,33,DB01225,273800,1,0.952245806464119,0.6324555320336759,0.952245806464119,0.3630192084951347,0.952245806464119,0.3490010815355038,276.9187606501228,277.2273435287364,0.952245806464119,0.8026909964171077,0.952245806464119,0.2225792884214007
34,34,DB01225,155100,1,0.9088104319636576,0.6186404847588912,0.9088104319636576,0.3333333333333333,0.9088104319636576,0.2116798562241516,276.9187606501228,276.9187606501228,0.9088104319636576,0.7678135545793708,0.9088104319636576,0.1815167059802386
35,35,DB00448,109350,1,0.927024810886958,0.927024810886958,0.7366878175536747,0.6410391361602417,1.0,1.0,312.4771991681953,312.4771991681953,1.0,1.0,1.0,1.0
36,36,DB00448,190310,1,0.927024810886958,0.927024810886958,0.6941215128271906,0.6410391361602417,1.0,1.0,312.4771991681953,312.4771991681953,1.0,1.0,1.0,1.0
37,37,DB00448,600263,1,0.927024810886958,0.927024810886958,0.7366878175536747,0.6410391361602417,1.0,1.0,312.4771991681953,312.4771991681953,1.0,1.0,1.0,1.0
38,38,DB00598,608622,1,0.8407714027749386,0.8407714027749386,0.7747372054131018,0.6053590895734469,1.0,1.0,205.40691322348428,205.40691322348428,0.9817685263032958,0.9817685263032958,1.0,1.0
39,39,DB00598,161900,1,0.8407714027749386,0.8407714027749386,0.7628682220632321,0.6053590895734469,1.0,1.0,205.47749268472205,205.47749268472205,1.0,1.0,1.0,1.0
40,40,DB00598,110100,1,0.8320502943378437,0.8320502943378437,0.5773502691896257,0.5773502691896257,1.0,1.0,205.23401277566052,205.23401277566052,0.976583431837966,0.976583431837966,1.0,1.0
41,41,DB00598,171300,1,0.7747372054131018,0.73282810879294,0.7747372054131018,0.51234753829798,1.0,1.0,205.23401277566052,205.23401277566052,0.974463041027617,0.974463041027617,1.0,1.0
42,42,DB00598,157700,1,0.835531691527718,0.835531691527718,0.6670969563058252,0.5773502691896257,1.0,1.0,205.23401277566052,205.23401277566052,0.976583431837966,0.976583431837966,1.0,1.0
43,43,DB01177,247640,1,0.9801960588196068,0.9801960588196068,0.8815374283020492,0.541828369182877,1.0,1.0,346.89191400204186,346.89191400204186,1.0,1.0,1.0,1.0
44,44,DB01177,601626,1,0.9801960588196068,0.9801960588196068,0.8815374283020492,0.5285164225816898,1.0,1.0,346.8702927608532,346.8702927608532,1.0,1.0,1.0,1.0
45,45,DB01177,223350,1,0.9801960588196068,0.9801960588196068,0.803862779864188,0.541828369182877,1.0,1.0,346.84146234266746,346.84146234266746,1.0,1.0,1.0,1.0
46,46,DB00537,266600,1,0.7075776889363744,0.62725004818718,0.7075776889363744,0.5383819020581655,0.7075776889363744,0.3490010815355038,357.1232280320058,357.1232280320058,0.8204686774100683,0.8204686774100683,0.7075776889363744,0.1949243526636559
47,47,DB00537,208550,1,0.9384013080369044,0.9384013080369044,0.6653540368279591,0.6454972243679028,1.0,1.0,358.779876804706,358.779876804706,0.9304026514085968,0.9304026514085968,1.0,1.0
48,48,DB00537,166760,1,0.7075776889363744,0.6534265774628634,0.7075776889363744,0.3991605447200611,0.7075776889363744,0.3490010815355038,322.64066699658304,322.64066699658304,0.8239615838652766,0.8239615838652766,0.7075776889363744,0.2146669369552107
49,49,DB00537,258360,1,0.7559289460184544,0.7559289460184544,0.6653540368279591,0.4937707198786941,0.6775382176534526,0.3490010815355038,276.8668286043675,144.6962335377117,0.7758167141952637,0.7758167141952637,0.6775382176534526,0.1939878433866047
50,50,DB01410,208550,1,0.9416965821485116,0.9416965821485116,0.5878675320972554,0.5878675320972554,1.0,1.0,358.779876804706,358.779876804706,1.0,1.0,1.0,1.0
51,51,DB00320,300125,1,0.9765278554061364,0.9651460248662213,0.9765278554061364,0.539905524799017,0.9765278554061364,0.3490010815355038,315.63903434144515,315.63903434144515,0.9809843209731748,0.9809843209731748,0.9765278554061364,0.6863014280897803
52,52,DB00320,157300,1,0.9765278554061364,0.9651460248662213,0.9765278554061364,0.6153846153846154,1.0,1.0,315.6865534038471,315.6865534038471,0.9839004449904042,0.9839004449904042,1.0,1.0
53,53,DB00278,188050,1,0.7321765321469981,0.7321765321469981,0.4483951394230328,0.4483951394230328,0.41375048278837,0.3490010815355038,309.82737128923907,309.82737128923907,0.8821205087664787,0.8821205087664787,0.4926607349564109,0.4926607349564109
54,54,DB01043,605055,1,0.8263242333205232,0.512989176042577,0.8263242333205232,0.6885998414880858,0.8263242333205232,0.3490010815355038,257.3441275801723,257.3441275801723,0.9066275597975122,0.9066275597975122,0.8263242333205232,0.2238226673647439
55,55,DB01043,104300,1,0.8684739280603744,0.512989176042577,0.8684739280603744,0.6885998414880858,0.8684739280603744,0.3490010815355038,257.3441275801723,257.3441275801723,0.9066275597975122,0.9066275597975122,0.8684739280603744,0.2238226673647439
56,56,DB01043,125320,1,0.8684739280603744,0.565685424949238,0.8684739280603744,0.6885998414880858,0.8684739280603744,0.3490010815355038,257.3965811738765,257.3965811738765,0.940268392727237,0.940268392727237,0.8684739280603744,0.2238226673647439
57,57,DB00350,104130,1,0.7487363091276265,0.7487363091276265,0.6101550583039331,0.324442842261525,0.6243314201357495,0.2116798562241516,288.8754056682569,288.8754056682569,0.8754555559106255,0.8754555559106255,0.6243314201357495,0.2203622512146944
58,58,DB00350,608622,1,0.7628682220632321,0.7622867446578624,0.7628682220632321,0.4101515562147979,0.7628682220632321,0.575405506624935,289.9758610643307,289.9758610643307,0.8979144700340788,0.8979144700340788,0.7628682220632321,0.2404421219089267
59,59,DB00350,161900,1,0.7628682220632321,0.7622867446578624,0.7628682220632321,0.4101515562147979,0.7628682220632321,0.575405506624935,289.9758610643307,289.9758610643307,0.8979144700340788,0.8979144700340788,0.7628682220632321,0.2560164655526052
60,60,DB00324,278200,1,0.6650691101943859,0.0,0.2848837847254343,0.0,0.7242985859319885,0.0,82.70307380048679,0.0,0.7242985859319885,0.0,0.7242985859319885,0.0
61,61,DB01020,109350,1,0.9428090415820634,0.9428090415820634,0.5736845161328942,0.5736845161328942,0.5184783406881224,0.3490010815355038,355.13096175917974,355.13096175917974,0.8855042636140998,0.8855042636140998,0.5184783406881224,0.3567022286918848
62,62,DB01020,608320,1,0.9428090415820634,0.9428090415820634,0.5796550698475775,0.5796550698475775,0.5184783406881224,0.3490010815355038,354.0296597744319,354.0296597744319,0.8855042636140998,0.8855042636140998,0.5184783406881224,0.3567022286918848
63,63,DB01214,137750,1,0.9411781120872644,0.8717797887081347,0.9411781120872644,0.410890701806659,1.0,1.0,352.45850819635496,352.45850819635496,1.0,1.0,1.0,1.0
64,64,DB01214,137760,1,0.9411781120872644,0.8539125638299665,0.9411781120872644,0.410890701806659,1.0,1.0,352.45850819635496,352.45850819635496,1.0,1.0,1.0,1.0
65,65,DB01214,601682,1,0.9051817079708112,0.8539125638299665,0.9051817079708112,0.410890701806659,1.0,1.0,352.45850819635496,352.45850819635496,1.0,1.0,1.0,1.0
66,66,DB00819,217200,1,0.7587869106393281,0.7587869106393281,0.6653652272724693,0.3834824944236851,1.0,1.0,161.26685958373469,161.26685958373469,0.8944890226826171,0.8944890226826171,1.0,1.0
67,67,DB00819,239350,1,0.7587869106393281,0.7587869106393281,0.6653652272724693,0.3834824944236851,1.0,1.0,161.26685958373469,161.26685958373469,0.8944890226826171,0.8944890226826171,1.0,1.0
68,68,DB00819,600351,1,0.8195375470622296,0.8195375470622296,0.6624119800526379,0.4395245364957661,0.6624119800526379,0.2116798562241516,161.15520469410848,161.15520469410848,0.922399982894363,0.922399982894363,0.7886304259959248,0.7886304259959248
69,69,DB00819,215140,1,0.8195375470622296,0.8195375470622296,0.6027391411902708,0.4446059138210502,0.6027391411902708,0.2116798562241516,161.11176245079065,161.20794025109308,0.9351985278088925,0.9351985278088925,0.7886304259959248,0.7886304259959248
70,70,DB00819,243200,1,0.6561880400755543,0.0,0.6472267819900538,0.0,0.7612644963223147,0.0,129.16300364257634,0.0,0.7385480251769567,0.0,0.7612644963223147,0.0
71,71,DB00819,147480,1,0.6368566044850253,0.0,0.6368566044850253,0.0,0.6368566044850253,0.0,133.1917085916039,0.0,0.6669465777353201,0.0,0.6368566044850253,0.0
72,72,DB00540,600631,1,0.9748100424961204,0.7071067811865476,0.9748100424961204,0.7414226880391382,1.0,1.0,275.5176891983772,219.5267637441959,0.9806725985180764,0.9806725985180764,1.0,1.0
73,73,DB00540,147530,1,0.8660254037844386,0.8660254037844386,0.7865780545954884,0.7865780545954884,1.0,1.0,337.1765116374508,337.1765116374508,0.9900211424587064,0.9900211424587064,1.0,1.0
74,74,DB00540,143465,1,0.837933694442432,0.7650920556760059,0.837933694442432,0.7863336509949341,1.0,1.0,324.96769070170654,324.96769070170654,0.9900211424587064,0.9900211424587064,1.0,1.0
75,75,DB00540,600808,1,0.9748100424961204,0.7071067811865476,0.9748100424961204,0.7414226880391382,1.0,1.0,289.02068059590545,219.5267637441959,0.9806725985180764,0.9806725985180764,1.0,1.0
76,76,DB00540,167870,1,0.837933694442432,0.7071067811865476,0.837933694442432,0.7414226880391382,1.0,1.0,336.258828880373,336.258828880373,0.9806725985180764,0.9806725985180764,1.0,1.0
77,77,DB00540,252320,1,0.8660254037844386,0.8660254037844386,0.7865780545954884,0.7865780545954884,1.0,1.0,325.01384585891105,325.01384585891105,0.9672079606875204,0.9672079606875204,1.0,1.0
78,78,DB00846,233810,1,0.9622504486493764,0.9622504486493764,0.7276068751089989,0.7276068751089989,1.0,1.0,175.8323064740948,175.8323064740948,1.0,1.0,1.0,1.0
79,79,DB01195,607554,1,0.7852812659593165,0.7852812659593165,0.546906886825484,0.546906886825484,1.0,1.0,266.77893470062435,266.77893470062435,0.9793738006074244,0.9793738006074244,1.0,1.0
80,80,DB01143,276300,1,0.7989354619369612,0.7989354619369612,0.4149523231210739,0.4149523231210739,0.3490010815355038,0.3490010815355038,210.4043725781382,210.4043725781382,0.7802100979180535,0.7802100979180535,0.2276656379328863,0.2276656379328863
81,81,DB00210,604416,1,0.7427813527082074,0.7427813527082074,0.4246502900652006,0.4246502900652006,0.7086187365311645,0.575405506624935,359.86803136705544,359.86803136705544,0.974440702789568,0.974440702789568,0.7086187365311645,0.5192951013452848
82,82,DB00925,171300,1,0.6813851438692469,0.6813851438692469,0.273861278752583,0.273861278752583,0.7747372054131018,0.3490010815355038,156.78328992593566,156.78328992593566,0.9637123210165676,0.9637123210165676,0.7747372054131018,0.1909157757185814
83,83,DB00762,276300,1,0.8930108366813808,0.8930108366813808,0.7119337096923614,0.5163977794943222,1.0,1.0,162.71447384913242,162.71447384913242,1.0,1.0,1.0,1.0
84,84,DB00762,114500,1,0.8260465732490333,0.8260465732490333,0.8180667149686777,0.4364357804719846,0.8180667149686777,0.0,162.61918705983007,162.61918705983007,0.8180667149686777,0.793257427879138,0.8180667149686777,0.2216075046611562
85,85,DB00762,246470,1,0.8930108366813808,0.8930108366813808,0.8180667149686777,0.4685212856658182,0.8180667149686777,0.0,162.25597061433518,162.25597061433518,0.8180667149686777,0.7695042744329553,0.8180667149686777,0.2502310854624326
86,86,DB00762,223350,1,0.8930108366813808,0.8930108366813808,0.7244553712393993,0.4685212856658182,0.7244553712393993,0.3490010815355038,162.68681569199146,162.68681569199146,0.8615227527288843,0.8615227527288843,0.7244553712393993,0.2325740987071017
87,87,DB00286,114480,1,0.8288730203017008,0.7006490497453707,0.8288730203017008,0.5798496326887551,1.0,1.0,358.8384037418515,358.8384037418515,1.0,1.0,1.0,1.0
88,88,DB00286,192000,1,0.8729757419946665,0.7071067811865476,0.8729757419946665,0.556942712660095,0.8729757419946665,0.575405506624935,311.9993807168759,305.6484909172627,0.9900883088685994,0.9900883088685994,0.8729757419946665,0.3909106092643246
89,89,DB00286,102500,1,0.7071067811865476,0.7071067811865476,0.6576614720914233,0.5798496326887551,1.0,1.0,347.9985632154248,347.9985632154248,1.0,1.0,1.0,1.0
90,90,DB00286,176807,1,0.8927100552676243,0.7006490497453707,0.8927100552676243,0.5798496326887551,0.8927100552676243,0.575405506624935,357.39753776432207,357.39753776432207,0.9900883088685994,0.9900883088685994,0.8927100552676243,0.3767443115455866
91,91,DB00286,215470,1,0.7337993857053428,0.7337993857053428,0.6682110171765663,0.5798496326887551,1.0,1.0,347.9985632154248,347.9985632154248,1.0,1.0,1.0,1.0
92,92,DB00286,601518,1,0.8927100552676243,0.5773502691896257,0.8927100552676243,0.5365433699886598,0.8927100552676243,0.3490010815355038,334.60125522777105,334.60125522777105,0.8927100552676243,0.8078725559758818,0.8927100552676243,0.2041640230211579
93,93,DB00286,311360,1,0.7337993857053428,0.7337993857053428,0.6789597634684817,0.5798496326887551,1.0,1.0,347.9985632154248,347.9985632154248,1.0,1.0,1.0,1.0
94,94,DB01085,161900,1,0.8086075400626399,0.8086075400626399,0.5521938362449234,0.5521938362449234,1.0,1.0,285.4662852247179,285.4662852247179,0.9295811479474434,0.9295811479474434,1.0,1.0
95,95,DB00590,147530,1,0.9773555548504416,0.9773555548504416,0.6407301996630448,0.550707443680027,1.0,1.0,140.84033513166602,140.84033513166602,1.0,1.0,1.0,1.0
96,96,DB00590,179600,1,0.7999253306411896,0.7895420339517227,0.7999253306411896,0.6095420428291101,0.7999253306411896,0.2116798562241516,101.70931830349431,78.75277772878871,0.8767525697310677,0.8767525697310677,0.7999253306411896,0.2354050178107455
97,97,DB00590,600082,1,0.9773555548504416,0.9773555548504416,0.7638219602895928,0.550707443680027,1.0,1.0,121.64013520647627,78.79720807236764,1.0,1.0,1.0,1.0
98,98,DB00590,608622,1,0.9773555548504416,0.9773555548504416,0.7999253306411896,0.6095420428291101,1.0,1.0,126.39620247459968,126.39620247459968,1.0,1.0,1.0,1.0
99,99,DB00590,161900,1,0.9773555548504416,0.9773555548504416,0.7638219602895928,0.6095420428291101,1.0,1.0,126.39620247459968,126.39620247459968,1.0,1.0,1.0,1.0
100,100,DB00590,200170,1,0.9773555548504416,0.9773555548504416,0.582453630336202,0.550707443680027,1.0,1.0,86.29909673684637,79.16438593205912,1.0,1.0,1.0,1.0
101,101,DB00938,208550,1,0.87104481963128,0.7953949089757174,0.87104481963128,0.6168369354035544,1.0,1.0,271.57135342300006,271.57135342300006,1.0,1.0,1.0,1.0
102,102,DB00938,600807,1,0.87104481963128,0.7953949089757174,0.87104481963128,0.6168369354035544,1.0,1.0,271.57135342300006,271.57135342300006,1.0,1.0,1.0,1.0
103,103,DB00603,192000,1,0.81411114346416,0.7601169500660919,0.81411114346416,0.556942712660095,1.0,1.0,122.245654319489,122.245654319489,1.0,1.0,1.0,1.0
104,104,DB00603,102500,1,0.7302967433402214,0.7302967433402214,0.6500285020344169,0.556942712660095,0.7589543038927056,0.575405506624935,122.245654319489,122.245654319489,0.9823702445687076,0.9823702445687076,0.7589543038927056,0.3909106092643246
105,105,DB00603,144700,1,0.7136007807309624,0.7123641530615955,0.7136007807309624,0.4693745838879646,0.7136007807309624,0.3490010815355038,122.27019260637483,122.27019260637483,0.8716473881287471,0.8716473881287471,0.7136007807309624,0.3043801680345213
106,106,DB00603,131200,1,0.81411114346416,0.7601169500660919,0.81411114346416,0.5153882032022076,1.0,1.0,121.55245781143218,121.55245781143218,1.0,1.0,1.0,1.0
107,107,DB00641,144010,1,0.966091783079296,0.966091783079296,0.8398966344670916,0.8398966344670916,1.0,1.0,359.99027764649423,359.99027764649423,0.9327318329181212,0.9327318329181212,1.0,1.0
108,108,DB01204,247640,1,0.886325307598872,0.7867957924694432,0.886325307598872,0.5206035318581478,1.0,1.0,141.1523999087511,141.1523999087511,1.0,1.0,1.0,1.0
109,109,DB01204,147530,1,0.7559289460184544,0.7559289460184544,0.7216036310568378,0.5163977794943222,0.7216036310568378,0.575405506624935,141.41074923781431,141.41074923781431,0.808566750292314,0.808566750292314,0.7216036310568378,0.2177626324581561
110,110,DB01204,236000,1,0.886325307598872,0.7867957924694432,0.886325307598872,0.5206035318581478,1.0,1.0,141.2834031300209,141.2834031300209,1.0,1.0,1.0,1.0
111,111,DB01204,601626,1,0.9196137547953068,0.7867957924694432,0.9196137547953068,0.5125542550860149,1.0,1.0,141.1523999087511,141.1523999087511,1.0,1.0,1.0,1.0
112,112,DB01204,176807,1,0.8279055688891714,0.7071067811865476,0.8279055688891714,0.4922609258438332,0.879873242942702,0.575405506624935,124.196219856858,72.58098924649622,0.879873242942702,0.8200602482005251,0.879873242942702,0.2302671070649514
113,113,DB01204,109543,1,0.9196137547953068,0.7385489458759964,0.9196137547953068,0.5206035318581478,1.0,1.0,141.1523999087511,141.1523999087511,1.0,1.0,1.0,1.0
114,114,DB01204,126200,1,0.7216036310568378,0.5953405577875871,0.7216036310568378,0.4714045207910317,0.7216036310568378,0.3490010815355038,141.2267680009707,141.2267680009707,0.7532587004875727,0.7532587004875727,0.7216036310568378,0.2177626324581561
115,115,DB00275,608622,1,0.9060328484045486,0.9060328484045486,0.7628682220632321,0.6023862534223671,1.0,1.0,353.97457535817455,353.97457535817455,1.0,1.0,1.0,1.0
116,116,DB00275,161900,1,0.9060328484045486,0.9060328484045486,0.7628682220632321,0.6023862534223671,1.0,1.0,354.0155363822328,354.0155363822328,1.0,1.0,1.0,1.0
117,117,DB00257,212050,1,0.7905694150420949,0.7905694150420949,0.7637813390744547,0.2886751345948128,1.0,1.0,153.46986674914396,153.46986674914396,0.893623422890391,0.893623422890391,1.0,1.0
118,118,DB00257,114580,1,0.7905694150420949,0.7905694150420949,0.7637813390744547,0.2886751345948128,1.0,1.0,153.50570021989412,153.50570021989412,0.893623422890391,0.893623422890391,1.0,1.0
119,119,DB00924,147530,1,1.0,1.0,0.7544468866760613,0.7165985720844785,0.7544468866760613,0.3490010815355038,360.2179895563241,360.2179895563241,0.9296039347534644,0.9296039347534644,0.7544468866760613,0.6838834839453797
120,120,DB00924,160750,1,0.7679476477883045,0.7679476477883045,0.7008804972488953,0.4673230195461177,0.7008804972488953,0.3490010815355038,359.2909684364471,359.2909684364471,0.8593533000958444,0.8593533000958444,0.7008804972488953,0.1650012354984298
121,121,DB00924,157300,1,0.7679476477883045,0.7679476477883045,0.7421469256475458,0.5507427126572114,0.7421469256475458,0.3490010815355038,359.6220237972085,359.6220237972085,0.9348721165082704,0.9348721165082704,0.7421469256475458,0.6301882250476378
122,122,DB00924,601042,1,0.7544468866760613,0.5877538136452586,0.7544468866760613,0.5204962388541866,0.8119322439127079,0.2116798562241516,359.2909684364471,359.2909684364471,0.8877761467504067,0.8877761467504067,0.8119322439127079,0.4449446310802609
123,123,DB00924,200170,1,0.7679476477883045,0.7679476477883045,0.7008804972488953,0.5514467945790074,0.7219476253487522,0.3490010815355038,359.2909684364471,359.2909684364471,0.8813837667294503,0.8813837667294503,0.7219476253487522,0.4518244208850533
124,124,DB00937,264120,1,0.7559289460184544,0.7559289460184544,0.7080221859828404,0.6154574548966637,1.0,1.0,282.1045905333694,282.1045905333694,0.9561990923543232,0.9561990923543232,1.0,1.0
125,125,DB00937,601665,1,0.7559289460184544,0.7559289460184544,0.7080221859828404,0.6154574548966637,1.0,1.0,282.07623083131267,282.07623083131267,0.9516074738930264,0.9516074738930264,1.0,1.0
126,126,DB01219,145600,1,0.8856618030398502,0.0,0.8856618030398502,0.0,0.8856618030398502,0.0,250.9086753571528,0.0,0.8856618030398502,0.0,0.8856618030398502,0.0
127,127,DB01219,125310,1,0.7991876234323424,0.7026171689305275,0.7991876234323424,0.5296938168115098,0.7991876234323424,0.3490010815355038,331.20839361344696,331.20839361344696,0.8535117758856023,0.8535117758856023,0.7991876234323424,0.1655642443359903
128,128,DB01219,238800,1,0.7389824777929933,0.0,0.7389824777929933,0.0,0.7389824777929933,0.0,289.69523121951283,0.0,0.7389824777929933,0.0,0.7389824777929933,0.0
129,129,DB01219,154276,1,0.8856618030398502,0.0,0.8856618030398502,0.0,0.8856618030398502,0.0,245.14728929968732,0.0,0.8856618030398502,0.0,0.8856618030398502,0.0
130,130,DB01219,607225,1,0.7836583117389988,0.4409585518440984,0.7836583117389988,0.4527923591472055,0.7836583117389988,0.2116798562241516,269.0820565107835,106.60206376989144,0.7836583117389988,0.7406387885803802,0.7836583117389988,0.1435278484607617
